Bond_Sale_Date,Bond_ID,Sale_Amount,Bond_Maturity_Date,Bond_Type,Interest_Rate
2024-01-24 23:16:22.658206,BOND_70,25608.23,2024-04-25 23:16:22.714346,Corporate Bond,4.26
2024-07-14 23:16:22.658206,BOND_168,39765.1,2024-04-07 23:16:22.714346,Corporate Bond,1.11
2024-09-25 23:16:22.658206,BOND_68,36019.85,2024-11-04 23:16:22.714346,Government Bond,1.23
2023-11-11 23:16:22.658206,BOND_132,38296.56,2024-11-05 23:16:22.714346,Government Bond,4.37
2024-01-14 23:16:22.658206,BOND_45,19392.17,2025-09-06 23:16:22.714346,Government Bond,2.2
2024-01-20 23:16:22.658206,BOND_184,16923.64,2025-01-05 23:16:22.714346,Corporate Bond,3.67
2024-08-05 23:16:22.658206,BOND_81,17898.25,2024-10-15 23:16:22.714346,Government Bond,3.39
2023-12-06 23:16:22.658206,BOND_173,20509.87,2024-10-10 23:16:22.714346,Government Bond,3.1
2024-03-07 23:16:22.658206,BOND_19,13127.16,2025-03-05 23:16:22.714346,Government Bond,1.77
2024-06-26 23:16:22.658206,BOND_44,30478.62,2025-01-05 23:16:22.714346,Corporate Bond,1.95
2024-09-07 23:16:22.658206,BOND_168,48929.54,2024-08-30 23:16:22.714346,Government Bond,2.1
2024-07-13 23:16:22.658206,BOND_9,13934.32,2025-06-26 23:16:22.714346,Government Bond,1.47
2024-05-10 23:16:22.658206,BOND_32,25070.54,2024-10-31 23:16:22.714346,Corporate Bond,1.63
2024-04-06 23:16:22.658206,BOND_5,10962.07,2024-06-01 23:16:22.714346,Corporate Bond,2.15
2024-06-04 23:16:22.658206,BOND_19,12419.27,2025-02-11 23:16:22.714346,Corporate Bond,2.16
2024-08-15 23:16:22.658206,BOND_43,21257.01,2024-04-22 23:16:22.714346,Corporate Bond,1.11
2024-04-29 23:16:22.658206,BOND_82,22086.09,2025-02-10 23:16:22.714346,Corporate Bond,4.22
2023-12-12 23:16:22.658206,BOND_41,13134.42,2024-10-13 23:16:22.714346,Government Bond,3.51
2024-01-19 23:16:22.658206,BOND_47,17276.13,2024-10-21 23:16:22.714346,Government Bond,1.17
2024-04-15 23:16:22.658206,BOND_56,17871.04,2024-08-29 23:16:22.714346,Corporate Bond,2.57
2023-10-13 23:16:22.658206,BOND_99,14488.17,2024-11-27 23:16:22.714346,Corporate Bond,2.09
2024-02-02 23:16:22.658206,BOND_56,37814.97,2024-06-25 23:16:22.714346,Government Bond,2.49
2024-09-02 23:16:22.658206,BOND_41,13403.61,2025-04-25 23:16:22.714346,Government Bond,1.39
2024-06-23 23:16:22.658206,BOND_45,45738.95,2024-11-05 23:16:22.714346,Corporate Bond,4.04
2023-11-03 23:16:22.658206,BOND_138,39004.63,2025-07-09 23:16:22.714346,Government Bond,3.48
2023-11-07 23:16:22.658206,BOND_18,27439.99,2024-10-30 23:16:22.714346,Government Bond,1.83
2024-01-03 23:16:22.658206,BOND_110,37948.95,2024-12-22 23:16:22.714346,Government Bond,4.75
2024-02-13 23:16:22.658206,BOND_24,19564.67,2024-08-12 23:16:22.714346,Government Bond,4.5
2023-10-21 23:16:22.658206,BOND_162,22635.09,2025-05-30 23:16:22.714346,Corporate Bond,4.79
2023-12-14 23:16:22.658206,BOND_86,43682.09,2024-09-30 23:16:22.714346,Corporate Bond,3.46
2024-09-23 23:16:22.658206,BOND_127,33251.77,2024-07-21 23:16:22.714346,Government Bond,1.81
2024-05-05 23:16:22.658206,BOND_150,16513.34,2024-03-23 23:16:22.714346,Corporate Bond,3.49
2024-05-10 23:16:22.658206,BOND_136,24686.86,2024-12-05 23:16:22.714346,Government Bond,4.2
2024-07-18 23:16:22.658206,BOND_108,40957.87,2025-04-18 23:16:22.714346,Corporate Bond,2.59
2024-04-28 23:16:22.658206,BOND_14,20632.81,2025-03-24 23:16:22.714346,Government Bond,4.57
2024-05-23 23:16:22.658206,BOND_68,30353.19,2025-04-24 23:16:22.714346,Government Bond,3.36
2024-04-27 23:16:22.658206,BOND_17,34648.27,2025-04-08 23:16:22.714346,Government Bond,3.01
2024-06-02 23:16:22.658206,BOND_96,28786.22,2024-02-01 23:16:22.714346,Government Bond,2.91
2023-12-27 23:16:22.658206,BOND_54,20406.22,2024-01-25 23:16:22.714346,Corporate Bond,3.72
2024-06-01 23:16:22.658206,BOND_151,40891.83,2024-08-31 23:16:22.714346,Corporate Bond,4.67
2024-05-09 23:16:22.658206,BOND_98,38273.6,2024-08-30 23:16:22.714346,Corporate Bond,1.85
2024-02-19 23:16:22.658206,BOND_153,19067.19,2025-03-09 23:16:22.714346,Corporate Bond,3.74
2024-08-02 23:16:22.658206,BOND_74,28169.92,2024-11-25 23:16:22.714346,Corporate Bond,1.91
2024-09-18 23:16:22.658206,BOND_104,26062.61,2024-02-15 23:16:22.714346,Corporate Bond,1.07
2024-04-15 23:16:22.658206,BOND_83,23322.67,2024-08-12 23:16:22.714346,Government Bond,2.49
2024-04-18 23:16:22.658206,BOND_69,31721.44,2025-02-02 23:16:22.714346,Government Bond,2.43
2024-03-12 23:16:22.658206,BOND_78,43348.72,2024-09-10 23:16:22.714346,Corporate Bond,2.49
2023-10-17 23:16:22.658206,BOND_97,14166.4,2024-09-10 23:16:22.714346,Corporate Bond,3.56
2024-03-11 23:16:22.658206,BOND_152,37396.89,2025-02-27 23:16:22.714346,Government Bond,1.57
2024-02-08 23:16:22.658206,BOND_106,43868.88,2024-11-17 23:16:22.714346,Corporate Bond,2.21
2023-11-13 23:16:22.658206,BOND_39,36244.28,2025-01-18 23:16:22.714346,Corporate Bond,4.56
2024-05-17 23:16:22.658206,BOND_19,21764.87,2024-06-01 23:16:22.714346,Corporate Bond,2.91
2023-10-05 23:16:22.658206,BOND_150,26482.4,2025-04-08 23:16:22.714346,Government Bond,3.87
2023-12-16 23:16:22.658206,BOND_60,29050.08,2024-11-19 23:16:22.714346,Government Bond,1.34
2024-07-21 23:16:22.658206,BOND_9,36137.45,2024-05-23 23:16:22.714346,Government Bond,3.81
2024-03-15 23:16:22.658206,BOND_122,14277.61,2024-06-09 23:16:22.714346,Government Bond,3.12
2024-04-13 23:16:22.658206,BOND_33,25605.67,2025-06-26 23:16:22.714346,Corporate Bond,3.93
2024-04-13 23:16:22.658206,BOND_130,47863.74,2024-11-28 23:16:22.714346,Government Bond,1.95
2024-09-27 23:16:22.658206,BOND_92,39486.86,2025-05-02 23:16:22.714346,Corporate Bond,1.76
2023-12-15 23:16:22.658206,BOND_19,28237.98,2024-12-06 23:16:22.714346,Corporate Bond,3.77
2024-08-18 23:16:22.658206,BOND_91,12827.82,2024-09-30 23:16:22.714346,Corporate Bond,4.81
2024-08-12 23:16:22.658206,BOND_162,31310.23,2024-05-30 23:16:22.714346,Corporate Bond,2.54
2024-06-19 23:16:22.658206,BOND_108,42284.53,2024-11-27 23:16:22.714346,Corporate Bond,2.49
2024-10-02 23:16:22.658206,BOND_145,49040.54,2024-06-03 23:16:22.714346,Corporate Bond,4.84
2024-03-27 23:16:22.658206,BOND_191,47836.43,2025-07-15 23:16:22.714346,Government Bond,2.59
2024-02-11 23:16:22.658206,BOND_72,44335.04,2024-03-17 23:16:22.714346,Corporate Bond,1.48
2024-04-01 23:16:22.658206,BOND_14,10908.25,2025-01-10 23:16:22.714346,Corporate Bond,4.18
2024-01-15 23:16:22.658206,BOND_75,10604.79,2024-12-12 23:16:22.714346,Government Bond,3.76
2024-09-20 23:16:22.658206,BOND_32,23641.5,2024-12-12 23:16:22.714346,Government Bond,2.11
2023-10-21 23:16:22.658206,BOND_125,45113.44,2024-02-11 23:16:22.714346,Government Bond,2.78
2024-07-02 23:16:22.658206,BOND_179,49116.25,2024-05-08 23:16:22.714346,Corporate Bond,1.39
2024-05-08 23:16:22.658206,BOND_20,48600.94,2024-11-13 23:16:22.714346,Government Bond,2.57
2023-11-29 23:16:22.658206,BOND_4,31594.38,2024-05-21 23:16:22.714346,Corporate Bond,1.8
2024-01-13 23:16:22.658206,BOND_186,17566.3,2024-10-03 23:16:22.714346,Government Bond,2.21
2024-07-22 23:16:22.658206,BOND_141,23837.23,2025-01-31 23:16:22.714346,Corporate Bond,2.08
2024-09-17 23:16:22.658206,BOND_164,16365.53,2024-05-10 23:16:22.714346,Corporate Bond,2.18
2024-05-19 23:16:22.658206,BOND_177,46278.02,2024-10-05 23:16:22.714346,Government Bond,4.59
2024-03-26 23:16:22.658206,BOND_134,30267.72,2024-01-03 23:16:22.714346,Corporate Bond,4.02
2023-10-30 23:16:22.658206,BOND_42,20410.17,2024-12-29 23:16:22.714346,Government Bond,1.7
2024-01-02 23:16:22.658206,BOND_179,27860.34,2024-10-14 23:16:22.714346,Corporate Bond,1.9
2024-04-06 23:16:22.658206,BOND_149,33404.92,2024-11-18 23:16:22.714346,Corporate Bond,3.37
2024-09-08 23:16:22.658206,BOND_84,29260.51,2025-03-11 23:16:22.714346,Government Bond,2.03
2024-10-03 23:16:22.658206,BOND_143,13270.22,2024-08-12 23:16:22.714346,Corporate Bond,1.63
2024-01-01 23:16:22.658206,BOND_166,11228.79,2024-01-10 23:16:22.714346,Corporate Bond,1.88
2024-09-28 23:16:22.658206,BOND_90,10269.58,2025-02-02 23:16:22.714346,Government Bond,4.97
2024-07-06 23:16:22.658206,BOND_93,30063.7,2024-05-16 23:16:22.714346,Corporate Bond,4.87
2024-05-16 23:16:22.658206,BOND_21,45792.1,2025-06-17 23:16:22.714346,Government Bond,2.6
2024-08-27 23:16:22.658206,BOND_12,11821.05,2025-04-04 23:16:22.714346,Corporate Bond,2.83
2024-04-11 23:16:22.658206,BOND_52,39557.04,2024-09-06 23:16:22.714346,Government Bond,2.27
2024-08-04 23:16:22.658206,BOND_198,30936.23,2024-06-26 23:16:22.714346,Corporate Bond,3.79
2024-09-03 23:16:22.658206,BOND_71,28356.41,2024-04-09 23:16:22.714346,Government Bond,4.59
2024-04-13 23:16:22.658206,BOND_186,21728.84,2024-09-30 23:16:22.714346,Corporate Bond,4.34
2024-03-11 23:16:22.658206,BOND_21,18841.74,2025-05-01 23:16:22.714346,Corporate Bond,2.94
2024-03-22 23:16:22.658206,BOND_14,28619.82,2024-11-26 23:16:22.714346,Government Bond,1.18
2024-04-06 23:16:22.658206,BOND_62,44136.35,2024-11-18 23:16:22.714346,Government Bond,3.9
2024-02-08 23:16:22.658206,BOND_171,17367.13,2024-09-22 23:16:22.714346,Corporate Bond,3.77
2024-09-18 23:16:22.658206,BOND_127,11672.41,2025-03-02 23:16:22.714346,Government Bond,1.01
2024-05-01 23:16:22.658206,BOND_35,35068.57,2024-02-22 23:16:22.714346,Corporate Bond,2.06
2023-12-24 23:16:22.658206,BOND_57,21894.25,2024-11-15 23:16:22.714346,Corporate Bond,1.68
2023-11-02 23:16:22.658206,BOND_106,19191.46,2025-01-06 23:16:22.714346,Corporate Bond,4.97
2023-10-16 23:16:22.658206,BOND_155,46202.91,2024-01-30 23:16:22.714346,Corporate Bond,2.99
2023-11-08 23:16:22.658206,BOND_14,14339.13,2024-10-12 23:16:22.714346,Government Bond,4.94
2023-10-12 23:16:22.658206,BOND_90,10965.52,2024-12-09 23:16:22.714346,Corporate Bond,2.27
2024-06-12 23:16:22.658206,BOND_55,36051.32,2024-10-18 23:16:22.714346,Government Bond,1.29
2024-06-20 23:16:22.658206,BOND_70,12777.65,2024-10-01 23:16:22.714346,Corporate Bond,1.92
2023-11-22 23:16:22.658206,BOND_177,47935.95,2024-11-16 23:16:22.714346,Corporate Bond,1.46
2024-07-25 23:16:22.658206,BOND_137,23446.64,2025-06-23 23:16:22.714346,Government Bond,3.8
2024-03-08 23:16:22.658206,BOND_17,36139.15,2024-06-11 23:16:22.714346,Corporate Bond,2.69
2023-11-23 23:16:22.658206,BOND_137,17032.28,2024-12-29 23:16:22.714346,Government Bond,2.08
2024-05-01 23:16:22.658206,BOND_143,12736.95,2025-08-12 23:16:22.714346,Corporate Bond,4.13
2024-05-05 23:16:22.658206,BOND_146,16433.21,2025-08-17 23:16:22.714346,Corporate Bond,2.83
2024-09-02 23:16:22.658206,BOND_129,23607.39,2024-07-10 23:16:22.714346,Government Bond,1.78
2023-12-25 23:16:22.658206,BOND_156,29484.16,2024-10-03 23:16:22.714346,Corporate Bond,2.07
2024-06-11 23:16:22.658206,BOND_141,34941.13,2025-08-05 23:16:22.714346,Government Bond,1.98
2024-04-16 23:16:22.658206,BOND_89,41900.08,2024-10-13 23:16:22.714346,Corporate Bond,3.91
2024-05-03 23:16:22.658206,BOND_49,49785.0,2024-08-16 23:16:22.714346,Corporate Bond,2.44
2024-01-08 23:16:22.658206,BOND_42,23516.67,2024-11-15 23:16:22.714346,Corporate Bond,3.96
2023-12-20 23:16:22.658206,BOND_180,31444.61,2024-11-12 23:16:22.714346,Corporate Bond,2.43
2024-04-03 23:16:22.658206,BOND_158,12444.12,2024-09-30 23:16:22.714346,Corporate Bond,3.04
2024-04-04 23:16:22.658206,BOND_186,37190.77,2024-12-11 23:16:22.714346,Corporate Bond,4.07
2023-12-09 23:16:22.658206,BOND_19,47903.34,2024-01-10 23:16:22.714346,Government Bond,4.71
2023-10-18 23:16:22.658206,BOND_54,25118.34,2025-02-04 23:16:22.714346,Corporate Bond,1.26
2024-04-04 23:16:22.658206,BOND_70,36102.9,2024-10-18 23:16:22.714346,Government Bond,3.29
2024-03-29 23:16:22.658206,BOND_145,27049.08,2025-01-28 23:16:22.714346,Corporate Bond,1.52
2024-07-13 23:16:22.658206,BOND_30,11127.1,2024-10-11 23:16:22.714346,Corporate Bond,2.06
2024-06-13 23:16:22.658206,BOND_46,49573.09,2024-05-14 23:16:22.714346,Government Bond,2.5
2024-09-19 23:16:22.658206,BOND_186,16631.28,2025-01-19 23:16:22.714346,Government Bond,1.06
2023-11-23 23:16:22.658206,BOND_151,11011.31,2024-06-24 23:16:22.714346,Government Bond,4.22
2024-03-05 23:16:22.658206,BOND_27,35180.94,2025-03-31 23:16:22.714346,Corporate Bond,1.69
2024-08-26 23:16:22.658206,BOND_140,33576.1,2024-06-13 23:16:22.714346,Corporate Bond,3.06
2023-11-17 23:16:22.658206,BOND_82,10805.76,2025-04-18 23:16:22.714346,Corporate Bond,2.33
2024-03-09 23:16:22.658206,BOND_156,28858.16,2024-11-19 23:16:22.714346,Corporate Bond,1.4
2023-11-01 23:16:22.658206,BOND_135,34093.13,2025-02-11 23:16:22.714346,Corporate Bond,1.51
2024-02-27 23:16:22.658206,BOND_60,30321.16,2025-01-12 23:16:22.714346,Government Bond,4.38
2024-04-29 23:16:22.658206,BOND_178,31855.62,2024-06-01 23:16:22.714346,Government Bond,3.62
2024-01-14 23:16:22.658206,BOND_183,10664.07,2025-06-11 23:16:22.714346,Government Bond,3.22
2024-02-23 23:16:22.658206,BOND_53,47169.32,2025-02-28 23:16:22.714346,Corporate Bond,1.56
2024-04-11 23:16:22.658206,BOND_114,44877.43,2025-08-12 23:16:22.714346,Corporate Bond,4.34
2024-07-03 23:16:22.658206,BOND_177,44143.9,2024-10-28 23:16:22.714346,Government Bond,2.45
2024-01-22 23:16:22.658206,BOND_146,25905.75,2025-02-12 23:16:22.714346,Corporate Bond,4.02
2023-10-12 23:16:22.658206,BOND_1,46439.28,2025-03-01 23:16:22.714346,Government Bond,3.55
2024-01-31 23:16:22.658206,BOND_15,16216.85,2025-06-29 23:16:22.714346,Corporate Bond,2.95
2024-07-31 23:16:22.658206,BOND_64,21871.45,2025-05-13 23:16:22.714346,Government Bond,4.63
2024-07-08 23:16:22.658206,BOND_23,21864.19,2024-06-16 23:16:22.714346,Corporate Bond,2.83
2024-01-20 23:16:22.658206,BOND_164,26207.08,2025-01-11 23:16:22.714346,Corporate Bond,1.81
2024-09-18 23:16:22.658206,BOND_38,10816.3,2024-12-06 23:16:22.714346,Government Bond,3.05
2023-11-30 23:16:22.658206,BOND_188,40783.89,2025-05-02 23:16:22.714346,Corporate Bond,2.49
2023-10-31 23:16:22.658206,BOND_142,34061.82,2024-07-22 23:16:22.714346,Corporate Bond,4.91
2023-10-07 23:16:22.658206,BOND_94,27630.64,2025-07-04 23:16:22.714346,Government Bond,1.13
2024-08-01 23:16:22.658206,BOND_98,46182.66,2024-01-18 23:16:22.714346,Corporate Bond,4.55
2024-06-08 23:16:22.658206,BOND_104,42489.9,2025-04-05 23:16:22.714346,Government Bond,1.95
2024-09-26 23:16:22.658206,BOND_79,38242.55,2025-01-12 23:16:22.714346,Corporate Bond,1.71
2024-04-26 23:16:22.658206,BOND_198,19265.97,2024-04-27 23:16:22.714346,Government Bond,3.11
2023-11-21 23:16:22.658206,BOND_99,44943.83,2024-02-10 23:16:22.714346,Corporate Bond,4.06
2024-08-14 23:16:22.658206,BOND_83,27900.35,2024-03-22 23:16:22.714346,Government Bond,2.15
2024-04-22 23:16:22.658206,BOND_159,46796.51,2024-05-20 23:16:22.714346,Corporate Bond,3.07
2024-03-30 23:16:22.658206,BOND_150,43276.65,2024-12-13 23:16:22.714346,Government Bond,2.16
2024-04-28 23:16:22.658206,BOND_185,33516.56,2025-05-28 23:16:22.714346,Government Bond,4.25
2024-01-02 23:16:22.658206,BOND_15,39544.64,2025-01-09 23:16:22.714346,Government Bond,3.02
2024-02-11 23:16:22.658206,BOND_64,20261.4,2025-05-06 23:16:22.714346,Government Bond,3.87
2024-03-01 23:16:22.658206,BOND_18,44723.61,2024-04-29 23:16:22.714346,Government Bond,3.41
2023-12-23 23:16:22.658206,BOND_100,29374.35,2025-04-21 23:16:22.714346,Government Bond,2.52
2024-03-14 23:16:22.658206,BOND_7,40853.24,2024-11-11 23:16:22.714346,Corporate Bond,2.3
2024-08-02 23:16:22.658206,BOND_151,38212.22,2025-02-23 23:16:22.714346,Government Bond,1.48
2024-05-05 23:16:22.658206,BOND_173,48105.51,2024-02-18 23:16:22.714346,Corporate Bond,4.26
2024-06-19 23:16:22.658206,BOND_79,33086.01,2025-04-26 23:16:22.714346,Government Bond,3.84
2023-11-04 23:16:22.658206,BOND_163,20768.49,2024-08-26 23:16:22.714346,Government Bond,1.87
2024-03-26 23:16:22.658206,BOND_23,41879.75,2025-02-19 23:16:22.714346,Government Bond,3.78
2024-03-20 23:16:22.658206,BOND_169,31617.4,2024-08-07 23:16:22.714346,Government Bond,2.81
2024-02-21 23:16:22.658206,BOND_10,23976.78,2025-07-20 23:16:22.714346,Government Bond,2.11
2023-10-13 23:16:22.658206,BOND_99,30547.64,2024-09-08 23:16:22.714346,Government Bond,1.79
2024-03-15 23:16:22.658206,BOND_109,16651.88,2025-07-01 23:16:22.714346,Government Bond,3.45
2024-10-02 23:16:22.658206,BOND_178,13761.58,2024-05-16 23:16:22.714346,Corporate Bond,1.04
2023-12-30 23:16:22.658206,BOND_166,17702.37,2025-06-19 23:16:22.714346,Corporate Bond,3.13
2023-11-16 23:16:22.658206,BOND_57,34312.54,2023-12-23 23:16:22.714346,Government Bond,3.96
2024-04-02 23:16:22.658206,BOND_181,28893.18,2025-02-14 23:16:22.714346,Government Bond,4.87
2024-01-29 23:16:22.658206,BOND_135,15935.17,2024-05-29 23:16:22.714346,Corporate Bond,4.52
2024-10-03 23:16:22.658206,BOND_69,25361.92,2024-03-01 23:16:22.714346,Corporate Bond,4.54
2024-05-23 23:16:22.658206,BOND_50,10891.79,2025-01-27 23:16:22.714346,Government Bond,1.71
2024-01-02 23:16:22.658206,BOND_151,21524.94,2025-07-15 23:16:22.714346,Government Bond,1.95
2023-11-30 23:16:22.658206,BOND_74,28195.51,2024-07-22 23:16:22.714346,Corporate Bond,2.7
2024-06-04 23:16:22.658206,BOND_18,38117.33,2025-01-12 23:16:22.714346,Corporate Bond,4.07
2024-07-14 23:16:22.658206,BOND_147,28652.43,2024-04-28 23:16:22.714346,Corporate Bond,4.96
2024-01-15 23:16:22.658206,BOND_142,34194.49,2025-03-15 23:16:22.714346,Corporate Bond,2.71
2024-04-08 23:16:22.658206,BOND_11,42562.19,2024-08-07 23:16:22.714346,Government Bond,3.61
2024-04-20 23:16:22.658206,BOND_196,23586.3,2024-08-24 23:16:22.714346,Corporate Bond,3.19
2024-01-02 23:16:22.658206,BOND_151,16832.54,2024-10-30 23:16:22.714346,Corporate Bond,4.37
2024-02-26 23:16:22.658206,BOND_48,46660.67,2024-08-15 23:16:22.714346,Government Bond,1.76
2024-02-09 23:16:22.658206,BOND_95,32804.53,2025-05-06 23:16:22.714346,Corporate Bond,3.02
2024-07-21 23:16:22.658206,BOND_165,37043.82,2024-09-05 23:16:22.714346,Corporate Bond,1.99
2024-09-27 23:16:22.658206,BOND_34,20287.71,2025-03-09 23:16:22.714346,Corporate Bond,2.9
2024-07-27 23:16:22.658206,BOND_163,46499.98,2024-06-09 23:16:22.714346,Corporate Bond,4.93
2024-04-14 23:16:22.658206,BOND_35,36534.85,2025-05-07 23:16:22.714346,Government Bond,4.05
2023-12-31 23:16:22.658206,BOND_103,19937.98,2024-12-03 23:16:22.714346,Government Bond,2.21
2024-09-24 23:16:22.658206,BOND_194,10833.34,2024-06-04 23:16:22.714346,Corporate Bond,1.63
2023-10-30 23:16:22.658206,BOND_153,49508.73,2024-10-09 23:16:22.714346,Government Bond,1.48
2024-01-26 23:16:22.658206,BOND_151,12520.08,2024-01-17 23:16:22.714346,Corporate Bond,4.9
2024-05-17 23:16:22.658206,BOND_63,38913.87,2024-05-01 23:16:22.714346,Government Bond,1.6
2024-04-16 23:16:22.658206,BOND_186,10733.44,2025-01-09 23:16:22.714346,Corporate Bond,1.81
2024-04-11 23:16:22.658206,BOND_39,27693.56,2024-12-05 23:16:22.714346,Government Bond,1.56
2024-01-08 23:16:22.658206,BOND_71,40041.23,2024-11-01 23:16:22.714346,Corporate Bond,1.48
2024-07-18 23:16:22.658206,BOND_105,49564.96,2024-11-07 23:16:22.714346,Corporate Bond,4.11
2024-02-28 23:16:22.658206,BOND_107,12603.19,2025-05-04 23:16:22.714346,Government Bond,1.01
2023-11-06 23:16:22.658206,BOND_32,16206.17,2025-01-28 23:16:22.714346,Corporate Bond,2.18
2024-09-22 23:16:22.658206,BOND_170,37396.27,2024-09-25 23:16:22.714346,Government Bond,1.59
2024-07-08 23:16:22.658206,BOND_68,10261.4,2025-01-29 23:16:22.714346,Corporate Bond,2.06
2024-08-16 23:16:22.658206,BOND_2,26165.98,2025-06-26 23:16:22.714346,Corporate Bond,4.05
2024-01-08 23:16:22.658206,BOND_22,14920.85,2025-03-02 23:16:22.714346,Government Bond,3.72
2024-01-22 23:16:22.658206,BOND_192,16922.29,2024-12-07 23:16:22.714346,Corporate Bond,2.34
2024-01-28 23:16:22.658206,BOND_162,20641.48,2025-07-31 23:16:22.714346,Government Bond,2.28
2023-11-13 23:16:22.658206,BOND_160,40696.08,2024-09-03 23:16:22.714346,Corporate Bond,2.02
2023-10-17 23:16:22.658206,BOND_43,11414.91,2024-08-30 23:16:22.714346,Government Bond,2.11
2024-05-31 23:16:22.658206,BOND_29,40525.01,2023-12-29 23:16:22.714346,Government Bond,2.89
2023-12-16 23:16:22.658206,BOND_170,43629.03,2024-12-28 23:16:22.714346,Corporate Bond,1.88
2024-02-02 23:16:22.658206,BOND_93,24155.39,2024-07-22 23:16:22.714346,Corporate Bond,2.04
2023-12-14 23:16:22.658206,BOND_138,42916.62,2024-04-06 23:16:22.714346,Corporate Bond,4.52
2024-01-14 23:16:22.658206,BOND_171,11030.63,2024-10-01 23:16:22.714346,Corporate Bond,2.72
2023-12-13 23:16:22.658206,BOND_107,47722.62,2025-02-02 23:16:22.714346,Corporate Bond,3.68
2024-08-02 23:16:22.658206,BOND_127,37161.46,2024-02-13 23:16:22.714346,Corporate Bond,1.72
2024-03-31 23:16:22.658206,BOND_172,15705.11,2025-08-15 23:16:22.714346,Corporate Bond,3.06
2024-10-02 23:16:22.658206,BOND_25,37225.72,2024-06-25 23:16:22.714346,Government Bond,3.27
2024-02-24 23:16:22.658206,BOND_13,41728.57,2025-01-20 23:16:22.714346,Corporate Bond,1.39
2024-03-15 23:16:22.658206,BOND_50,15833.24,2024-02-22 23:16:22.714346,Corporate Bond,2.3
2024-01-17 23:16:22.658206,BOND_73,11976.59,2024-11-24 23:16:22.714346,Government Bond,3.88
2024-09-21 23:16:22.658206,BOND_134,45708.08,2024-09-26 23:16:22.714346,Government Bond,3.32
2024-09-21 23:16:22.658206,BOND_12,19636.97,2024-09-18 23:16:22.714346,Corporate Bond,3.14
2024-07-11 23:16:22.658206,BOND_60,20409.48,2024-05-17 23:16:22.714346,Corporate Bond,1.56
2024-03-10 23:16:22.658206,BOND_142,44635.61,2025-04-16 23:16:22.714346,Government Bond,1.72
2023-12-12 23:16:22.658206,BOND_45,37749.08,2024-01-17 23:16:22.714346,Government Bond,1.65
2024-05-14 23:16:22.658206,BOND_31,46557.41,2025-05-13 23:16:22.714346,Government Bond,4.79
2024-01-23 23:16:22.658206,BOND_85,14362.06,2024-10-29 23:16:22.714346,Government Bond,2.8
2024-04-08 23:16:22.658206,BOND_186,38204.17,2024-11-14 23:16:22.714346,Corporate Bond,2.45
2024-09-01 23:16:22.658206,BOND_173,36280.05,2024-09-06 23:16:22.714346,Corporate Bond,1.63
2023-12-03 23:16:22.658206,BOND_4,11540.91,2025-01-06 23:16:22.714346,Government Bond,4.56
2023-10-10 23:16:22.658206,BOND_156,22118.76,2024-10-01 23:16:22.714346,Government Bond,1.9
2024-09-28 23:16:22.658206,BOND_119,16042.18,2024-10-04 23:16:22.714346,Corporate Bond,3.22
2024-05-21 23:16:22.658206,BOND_19,10200.43,2024-11-11 23:16:22.714346,Government Bond,2.42
2024-03-01 23:16:22.658206,BOND_140,18559.56,2024-12-30 23:16:22.714346,Corporate Bond,3.0
2024-09-28 23:16:22.658206,BOND_81,26824.99,2024-06-29 23:16:22.714346,Corporate Bond,4.89
2024-08-23 23:16:22.658206,BOND_53,23726.74,2025-02-25 23:16:22.714346,Corporate Bond,1.25
2024-04-05 23:16:22.658206,BOND_179,48572.45,2024-07-28 23:16:22.714346,Government Bond,1.84
2024-01-23 23:16:22.658206,BOND_107,22434.69,2024-12-26 23:16:22.714346,Corporate Bond,3.73
2024-08-04 23:16:22.658206,BOND_73,49108.82,2025-03-09 23:16:22.714346,Government Bond,1.57
2024-02-12 23:16:22.658206,BOND_108,18821.31,2024-06-14 23:16:22.714346,Government Bond,4.73
2023-11-29 23:16:22.658206,BOND_171,37454.71,2025-04-06 23:16:22.714346,Corporate Bond,4.36
2023-12-28 23:16:22.658206,BOND_127,35303.21,2025-06-04 23:16:22.714346,Government Bond,1.91
2024-03-22 23:16:22.658206,BOND_27,27755.15,2024-09-02 23:16:22.714346,Government Bond,1.01
2024-04-26 23:16:22.658206,BOND_29,14507.74,2024-12-08 23:16:22.714346,Government Bond,1.45
2023-12-27 23:16:22.658206,BOND_154,14688.44,2024-02-09 23:16:22.714346,Corporate Bond,3.17
2023-12-31 23:16:22.658206,BOND_97,48074.69,2024-09-19 23:16:22.714346,Government Bond,1.72
2023-12-06 23:16:22.658206,BOND_174,23264.33,2024-08-08 23:16:22.714346,Government Bond,1.35
2024-02-17 23:16:22.658206,BOND_103,29004.84,2025-08-12 23:16:22.714346,Government Bond,1.38
2024-03-05 23:16:22.658206,BOND_35,34098.78,2024-06-25 23:16:22.714346,Corporate Bond,2.18
2024-08-29 23:16:22.658206,BOND_153,32541.11,2024-12-07 23:16:22.714346,Government Bond,3.95
2024-02-12 23:16:22.658206,BOND_198,16119.1,2024-11-26 23:16:22.714346,Corporate Bond,2.46
2023-10-07 23:16:22.658206,BOND_87,29165.47,2025-01-03 23:16:22.714346,Corporate Bond,2.48
2023-10-22 23:16:22.658206,BOND_197,25630.43,2024-10-24 23:16:22.714346,Government Bond,3.85
