Expense_Date,Expense_Type,Expense_Amount,Payment_Method,Cost_Center/Department
2024-08-01 23:16:33.973641,Utilities,17292.7,Credit Card,Finance
2024-01-08 23:16:33.973641,Technology,16136.83,Check,HR
2024-03-08 23:16:33.973641,Maintenance,2143.0,Check,IT
2024-08-06 23:16:33.973641,Maintenance,18808.31,Direct Debit,Finance
2024-06-04 23:16:33.973641,Maintenance,7094.4,Check,HR
2024-07-27 23:16:33.973641,Maintenance,17078.67,Credit Card,HR
2024-05-20 23:16:33.973641,Salaries,15180.64,Check,HR
2023-11-02 23:16:33.973641,Salaries,3843.86,Direct Debit,Operations
2024-08-02 23:16:33.973641,Utilities,12697.0,Credit Card,Finance
2024-09-22 23:16:33.973641,Rent,15185.28,Check,IT
2024-07-12 23:16:33.973641,Maintenance,17647.87,Check,HR
2024-05-23 23:16:33.973641,Rent,17124.56,Credit Card,Finance
2024-05-08 23:16:33.973641,Rent,13425.64,Check,HR
2024-04-30 23:16:33.973641,Technology,17301.01,Direct Debit,Finance
2024-05-29 23:16:33.973641,Salaries,7254.26,Check,HR
2024-01-27 23:16:33.973641,Rent,18143.57,Credit Card,IT
2024-04-23 23:16:33.973641,Technology,17888.18,Direct Debit,IT
2024-06-13 23:16:33.973641,Maintenance,10619.87,Check,Operations
2024-09-02 23:16:33.973641,Maintenance,18709.11,Check,HR
2024-05-30 23:16:33.973641,Technology,16138.9,Credit Card,HR
2024-02-12 23:16:33.973641,Maintenance,6928.4,Credit Card,Finance
2024-05-24 23:16:33.973641,Utilities,8189.53,Check,Finance
2023-10-21 23:16:33.973641,Technology,1320.8,Direct Debit,Finance
2023-11-14 23:16:33.973641,Rent,9503.37,Direct Debit,IT
2024-08-13 23:16:33.973641,Utilities,8588.3,Check,IT
2024-04-23 23:16:33.973641,Technology,9338.9,Check,Marketing
2024-06-02 23:16:33.973641,Utilities,12950.6,Credit Card,Finance
2024-06-26 23:16:33.973641,Rent,6742.51,Credit Card,Operations
2024-01-10 23:16:33.973641,Rent,5842.05,Check,HR
2024-02-16 23:16:33.973641,Utilities,3527.66,Check,Operations
2024-05-17 23:16:33.973641,Rent,18899.7,Credit Card,Marketing
2023-10-25 23:16:33.973641,Rent,1362.26,Check,IT
2024-02-04 23:16:33.973641,Maintenance,12297.97,Credit Card,Operations
2024-01-19 23:16:33.973641,Maintenance,1139.72,Check,HR
2024-03-14 23:16:33.973641,Maintenance,1823.13,Credit Card,IT
2024-05-17 23:16:33.973641,Salaries,10310.67,Check,Finance
2024-04-27 23:16:33.973641,Salaries,8728.59,Check,IT
2023-11-15 23:16:33.973641,Maintenance,8994.72,Direct Debit,IT
2024-05-26 23:16:33.973641,Salaries,3744.45,Credit Card,IT
2024-04-07 23:16:33.973641,Utilities,9289.46,Check,Finance
2023-12-28 23:16:33.973641,Utilities,13847.14,Direct Debit,IT
2024-05-28 23:16:33.973641,Maintenance,5959.99,Check,Marketing
2024-06-30 23:16:33.973641,Maintenance,18508.43,Direct Debit,IT
2024-09-20 23:16:33.973641,Salaries,6744.3,Direct Debit,IT
2024-05-27 23:16:33.973641,Rent,17362.55,Credit Card,Finance
2024-08-28 23:16:33.973641,Salaries,16489.17,Credit Card,Marketing
2024-08-25 23:16:33.973641,Maintenance,10896.91,Check,HR
2023-11-26 23:16:33.973641,Maintenance,5162.98,Direct Debit,Finance
2024-01-15 23:16:33.973641,Salaries,10946.09,Credit Card,Operations
2023-12-12 23:16:33.973641,Maintenance,2986.64,Direct Debit,Operations
2023-11-28 23:16:33.973641,Maintenance,19818.54,Check,Operations
2023-11-01 23:16:33.973641,Salaries,12343.41,Check,HR
2024-07-14 23:16:33.973641,Utilities,1190.06,Credit Card,HR
2024-01-14 23:16:33.973641,Utilities,17930.7,Check,IT
2024-05-14 23:16:33.973641,Rent,9144.31,Direct Debit,HR
2024-02-25 23:16:33.973641,Rent,5677.57,Credit Card,HR
2023-11-08 23:16:33.973641,Utilities,7348.46,Check,Finance
2024-05-27 23:16:33.973641,Salaries,18202.9,Direct Debit,Operations
2024-06-20 23:16:33.973641,Utilities,16988.8,Direct Debit,IT
2024-09-13 23:16:33.973641,Rent,10851.64,Check,IT
2024-03-18 23:16:33.973641,Technology,8569.41,Check,Operations
2024-02-27 23:16:33.973641,Salaries,17527.61,Credit Card,IT
2024-01-21 23:16:33.973641,Rent,15046.76,Direct Debit,IT
2023-10-06 23:16:33.973641,Technology,3366.18,Check,Operations
2024-06-02 23:16:33.973641,Rent,17380.04,Check,Marketing
2024-04-17 23:16:33.973641,Utilities,16887.76,Credit Card,Finance
2024-01-03 23:16:33.973641,Rent,1173.61,Direct Debit,Operations
2024-05-23 23:16:33.973641,Rent,17795.59,Credit Card,Marketing
2024-09-28 23:16:33.973641,Maintenance,15755.89,Credit Card,Finance
2023-12-10 23:16:33.973641,Technology,16836.57,Check,Marketing
2024-01-07 23:16:33.973641,Salaries,3884.92,Check,Marketing
2024-01-26 23:16:33.973641,Technology,17350.22,Credit Card,Marketing
2023-12-19 23:16:33.973641,Salaries,11781.54,Check,Operations
2024-09-12 23:16:33.973641,Maintenance,16900.97,Credit Card,Operations
2024-02-01 23:16:33.973641,Salaries,17896.91,Credit Card,Marketing
2024-07-19 23:16:33.973641,Utilities,19596.46,Check,Finance
2024-06-21 23:16:33.973641,Utilities,14233.29,Check,HR
2024-08-18 23:16:33.973641,Technology,1977.43,Direct Debit,Operations
2023-10-11 23:16:33.973641,Maintenance,8994.44,Check,IT
2024-03-13 23:16:33.973641,Maintenance,13388.0,Direct Debit,Finance
2023-10-25 23:16:33.973641,Rent,13245.52,Credit Card,IT
2023-10-21 23:16:33.973641,Utilities,14179.74,Direct Debit,HR
2024-02-10 23:16:33.973641,Technology,14714.27,Direct Debit,HR
2024-09-29 23:16:33.973641,Utilities,9150.93,Check,Finance
2024-09-10 23:16:33.973641,Utilities,3638.36,Check,IT
2023-11-17 23:16:33.973641,Maintenance,10970.81,Check,Marketing
2023-10-10 23:16:33.973641,Salaries,2771.95,Direct Debit,Marketing
2024-04-23 23:16:33.973641,Technology,15008.85,Check,IT
2023-11-01 23:16:33.973641,Rent,15871.06,Credit Card,Operations
2024-03-28 23:16:33.973641,Technology,13819.11,Credit Card,IT
2024-09-12 23:16:33.973641,Rent,9733.8,Credit Card,Marketing
2024-04-01 23:16:33.973641,Technology,17632.0,Credit Card,IT
2023-11-21 23:16:33.973641,Salaries,9540.15,Check,IT
2024-06-18 23:16:33.973641,Salaries,16917.04,Credit Card,IT
2024-04-16 23:16:33.973641,Utilities,2573.6,Direct Debit,Marketing
2024-01-23 23:16:33.973641,Utilities,6703.5,Direct Debit,Marketing
2024-02-14 23:16:33.973641,Technology,1879.6,Check,Operations
2024-03-24 23:16:33.973641,Rent,6714.78,Check,Marketing
2023-10-30 23:16:33.973641,Technology,1210.96,Check,Marketing
2024-02-09 23:16:33.973641,Salaries,15343.4,Check,HR
2024-04-23 23:16:33.973641,Technology,3540.43,Check,Finance
2024-07-20 23:16:33.973641,Technology,3118.59,Direct Debit,Marketing
2024-01-14 23:16:33.973641,Maintenance,14338.35,Direct Debit,IT
2024-02-28 23:16:33.973641,Maintenance,1970.47,Check,Marketing
2023-10-17 23:16:33.973641,Salaries,17424.77,Direct Debit,IT
2024-06-06 23:16:33.973641,Technology,3922.57,Credit Card,HR
2024-07-28 23:16:33.973641,Utilities,4950.24,Credit Card,Marketing
2023-11-10 23:16:33.973641,Rent,6581.04,Check,Finance
2024-04-13 23:16:33.973641,Salaries,12476.18,Check,Marketing
2024-04-28 23:16:33.973641,Salaries,13585.14,Credit Card,Finance
2024-03-13 23:16:33.973641,Maintenance,8881.77,Check,Marketing
2024-05-22 23:16:33.973641,Technology,4623.63,Check,Finance
2024-04-08 23:16:33.973641,Utilities,13230.83,Check,IT
2023-10-08 23:16:33.973641,Salaries,5020.31,Direct Debit,HR
2024-03-05 23:16:33.973641,Rent,10542.58,Credit Card,Finance
2024-06-27 23:16:33.973641,Utilities,13244.02,Direct Debit,Marketing
2024-08-15 23:16:33.973641,Technology,6628.48,Check,IT
2024-06-08 23:16:33.973641,Technology,14848.89,Direct Debit,Finance
2024-03-08 23:16:33.973641,Maintenance,1190.98,Check,HR
2024-07-01 23:16:33.973641,Utilities,17065.66,Direct Debit,HR
2024-04-29 23:16:33.973641,Technology,15416.2,Credit Card,IT
2024-06-08 23:16:33.973641,Utilities,1286.47,Credit Card,IT
2024-01-24 23:16:33.973641,Rent,7246.55,Credit Card,IT
2024-09-20 23:16:33.973641,Rent,11943.0,Direct Debit,Finance
2024-09-19 23:16:33.973641,Salaries,14321.17,Check,HR
2024-10-02 23:16:33.973641,Maintenance,19716.57,Check,Marketing
2024-01-26 23:16:33.973641,Maintenance,1751.37,Check,Marketing
2024-02-23 23:16:33.973641,Rent,17886.74,Credit Card,Marketing
2024-08-07 23:16:33.973641,Rent,18610.57,Check,IT
2024-07-02 23:16:33.973641,Technology,2885.42,Direct Debit,Marketing
2024-06-28 23:16:33.973641,Technology,17402.08,Credit Card,HR
2024-09-10 23:16:33.973641,Maintenance,14396.06,Direct Debit,IT
2023-12-15 23:16:33.973641,Rent,12080.32,Check,Finance
2023-12-11 23:16:33.973641,Utilities,11388.81,Direct Debit,Finance
2023-12-29 23:16:33.973641,Utilities,19782.62,Check,Operations
2024-05-09 23:16:33.973641,Salaries,7705.11,Credit Card,IT
2023-11-30 23:16:33.973641,Utilities,10441.85,Credit Card,IT
2024-08-16 23:16:33.973641,Maintenance,11399.36,Credit Card,HR
2023-10-18 23:16:33.973641,Salaries,17764.41,Check,Marketing
2024-09-17 23:16:33.973641,Rent,10718.46,Check,Finance
2023-11-23 23:16:33.973641,Salaries,14742.05,Check,Finance
2024-05-04 23:16:33.973641,Maintenance,7586.76,Check,Marketing
2023-10-07 23:16:33.973641,Salaries,6147.18,Direct Debit,Operations
2024-09-06 23:16:33.973641,Salaries,17104.72,Credit Card,Operations
2024-03-09 23:16:33.973641,Maintenance,13289.59,Check,Marketing
2024-02-05 23:16:33.973641,Utilities,9884.75,Direct Debit,HR
2024-09-27 23:16:33.973641,Rent,11140.29,Check,Marketing
2024-01-17 23:16:33.973641,Maintenance,11650.77,Check,Operations
2024-05-31 23:16:33.973641,Maintenance,19943.94,Direct Debit,Operations
2024-01-27 23:16:33.973641,Technology,12127.88,Direct Debit,Marketing
2024-04-30 23:16:33.973641,Salaries,4707.87,Direct Debit,Marketing
2024-02-16 23:16:33.973641,Salaries,14707.42,Credit Card,IT
2023-11-13 23:16:33.973641,Salaries,7544.69,Direct Debit,HR
2024-08-25 23:16:33.973641,Salaries,6433.98,Direct Debit,Marketing
2024-06-06 23:16:33.973641,Utilities,16783.13,Credit Card,HR
2024-07-10 23:16:33.973641,Technology,5281.27,Direct Debit,Finance
2024-01-22 23:16:33.973641,Technology,17163.92,Direct Debit,IT
2024-09-23 23:16:33.973641,Salaries,4367.2,Check,Marketing
2024-04-23 23:16:33.973641,Utilities,15331.86,Direct Debit,IT
2024-07-03 23:16:33.973641,Salaries,9242.51,Check,HR
2024-07-12 23:16:33.973641,Salaries,5182.93,Credit Card,Finance
2023-11-02 23:16:33.973641,Salaries,7059.18,Credit Card,HR
2024-04-30 23:16:33.973641,Utilities,11869.75,Credit Card,Operations
2024-08-30 23:16:33.973641,Utilities,6963.08,Check,IT
2024-05-27 23:16:33.973641,Technology,5729.65,Check,HR
2024-04-28 23:16:33.973641,Maintenance,6079.26,Direct Debit,Operations
2024-09-10 23:16:33.973641,Maintenance,14203.51,Check,Finance
2024-04-24 23:16:33.973641,Utilities,1031.43,Check,Marketing
2023-11-02 23:16:33.973641,Salaries,1656.2,Direct Debit,Finance
2024-09-27 23:16:33.973641,Technology,12059.56,Check,IT
2024-08-10 23:16:33.973641,Technology,15156.33,Credit Card,HR
2024-09-15 23:16:33.973641,Technology,3411.68,Direct Debit,HR
2024-05-15 23:16:33.973641,Maintenance,18458.46,Direct Debit,HR
2023-10-15 23:16:33.973641,Rent,18558.16,Check,Marketing
2023-10-21 23:16:33.973641,Maintenance,3421.71,Credit Card,Finance
2024-01-13 23:16:33.973641,Rent,2625.31,Direct Debit,Operations
2023-12-11 23:16:33.973641,Technology,9518.76,Credit Card,Finance
2024-06-15 23:16:33.973641,Utilities,4167.73,Credit Card,Marketing
2023-12-09 23:16:33.973641,Rent,14887.11,Direct Debit,HR
2024-03-28 23:16:33.973641,Maintenance,17165.55,Direct Debit,Finance
2024-03-01 23:16:33.973641,Utilities,19451.46,Direct Debit,Finance
2024-08-15 23:16:33.973641,Salaries,12748.43,Credit Card,HR
2023-11-24 23:16:33.973641,Technology,5668.61,Check,Finance
2024-03-17 23:16:33.973641,Rent,7125.14,Credit Card,Marketing
2024-05-27 23:16:33.973641,Technology,8447.51,Check,Marketing
2024-08-07 23:16:33.973641,Utilities,15433.59,Credit Card,Marketing
2024-08-05 23:16:33.973641,Technology,11209.11,Direct Debit,IT
2024-10-04 23:16:33.973641,Technology,18468.71,Credit Card,IT
2024-01-28 23:16:33.973641,Rent,13082.83,Direct Debit,Finance
2024-06-04 23:16:33.973641,Rent,16715.72,Direct Debit,Operations
2023-11-13 23:16:33.973641,Rent,6879.63,Credit Card,IT
2024-01-25 23:16:33.973641,Rent,10820.2,Credit Card,HR
2024-04-07 23:16:33.973641,Maintenance,6230.91,Direct Debit,HR
2024-04-10 23:16:33.973641,Salaries,13738.48,Direct Debit,HR
2024-09-15 23:16:33.973641,Maintenance,5170.34,Direct Debit,Operations
2024-09-04 23:16:33.973641,Utilities,7706.85,Check,Finance
2024-02-22 23:16:33.973641,Maintenance,7165.06,Check,Finance
2023-12-21 23:16:33.973641,Maintenance,4292.08,Check,HR
2023-10-26 23:16:33.973641,Utilities,5012.55,Check,HR
2024-02-20 23:16:33.973641,Salaries,6912.43,Check,Operations
2024-02-24 23:16:33.973641,Salaries,8800.59,Credit Card,HR
2024-04-19 23:16:33.973641,Utilities,10844.25,Direct Debit,Operations
2024-08-11 23:16:33.973641,Salaries,15633.0,Direct Debit,Operations
2024-08-09 23:16:33.973641,Maintenance,14499.2,Credit Card,IT
2024-04-12 23:16:33.973641,Salaries,18773.29,Credit Card,IT
2023-11-09 23:16:33.973641,Technology,17072.13,Check,Marketing
2023-12-30 23:16:33.973641,Utilities,13514.75,Direct Debit,Marketing
2024-08-09 23:16:33.973641,Utilities,5940.66,Check,Operations
2024-09-02 23:16:33.973641,Rent,16365.24,Credit Card,IT
2024-01-13 23:16:33.973641,Rent,8532.93,Direct Debit,Marketing
2024-08-05 23:16:33.973641,Salaries,9182.46,Check,Finance
2024-06-15 23:16:33.973641,Utilities,16951.53,Direct Debit,IT
2024-02-21 23:16:33.973641,Rent,1391.37,Credit Card,Operations
2023-11-29 23:16:33.973641,Technology,4364.97,Direct Debit,Operations
2024-01-21 23:16:33.973641,Rent,6477.95,Direct Debit,HR
2023-12-10 23:16:33.973641,Technology,19653.71,Direct Debit,Marketing
2024-09-12 23:16:33.973641,Technology,16282.68,Check,Operations
2024-03-27 23:16:33.973641,Utilities,12893.8,Direct Debit,Finance
2024-06-22 23:16:33.973641,Technology,5485.05,Direct Debit,Marketing
2024-01-28 23:16:33.973641,Maintenance,8073.0,Direct Debit,HR
2024-04-17 23:16:33.973641,Maintenance,9246.35,Direct Debit,IT
2024-03-06 23:16:33.973641,Salaries,4844.1,Direct Debit,HR
2024-10-04 23:16:33.973641,Salaries,15577.89,Direct Debit,Marketing
2024-05-10 23:16:33.973641,Rent,3312.01,Check,Finance
2024-04-30 23:16:33.973641,Salaries,18916.11,Check,Marketing
2024-02-29 23:16:33.973641,Salaries,14690.37,Check,HR
2023-11-13 23:16:33.973641,Maintenance,16926.27,Check,IT
2024-06-21 23:16:33.973641,Rent,13148.24,Direct Debit,HR
2024-08-21 23:16:33.973641,Maintenance,16588.51,Credit Card,Finance
2024-07-13 23:16:33.973641,Rent,12727.22,Credit Card,Finance
2023-10-29 23:16:33.974946,Rent,12991.48,Credit Card,IT
2024-06-24 23:16:33.974946,Rent,4023.56,Direct Debit,Operations
2024-04-28 23:16:33.974946,Salaries,9867.65,Credit Card,Finance
2024-02-03 23:16:33.974946,Maintenance,2404.18,Check,Marketing
2024-03-05 23:16:33.974946,Technology,16604.23,Credit Card,Marketing
2024-06-15 23:16:33.974946,Rent,8219.01,Credit Card,HR
2024-02-22 23:16:33.974946,Technology,4418.17,Direct Debit,HR
2024-04-23 23:16:33.974946,Rent,9075.98,Direct Debit,Operations
2023-11-29 23:16:33.974946,Rent,5032.38,Direct Debit,Operations
2024-02-19 23:16:33.974946,Maintenance,2633.46,Credit Card,Operations
2024-07-14 23:16:33.974946,Utilities,7153.7,Check,Marketing
2024-06-22 23:16:33.974946,Technology,7996.98,Direct Debit,HR
2024-05-23 23:16:33.974946,Technology,2101.31,Credit Card,IT
2024-03-14 23:16:33.974946,Maintenance,11837.97,Direct Debit,Operations
2023-10-18 23:16:33.974946,Salaries,8752.96,Credit Card,Operations
2023-10-07 23:16:33.974946,Maintenance,1634.21,Direct Debit,HR
2024-07-20 23:16:33.974946,Rent,19361.98,Credit Card,HR
2023-12-06 23:16:33.974946,Maintenance,6363.23,Credit Card,Finance
2023-12-03 23:16:33.974946,Rent,17298.16,Credit Card,HR
2024-06-10 23:16:33.974946,Rent,16843.27,Credit Card,Marketing
2023-10-25 23:16:33.974946,Rent,12325.37,Credit Card,IT
2024-06-11 23:16:33.974946,Rent,4887.01,Direct Debit,HR
2024-02-14 23:16:33.974946,Technology,7254.03,Credit Card,Marketing
2023-10-26 23:16:33.974946,Rent,4387.07,Check,IT
2024-03-14 23:16:33.974946,Utilities,11234.49,Credit Card,HR
2024-09-25 23:16:33.974946,Utilities,10015.72,Direct Debit,Finance
2024-05-06 23:16:33.974946,Technology,6738.12,Check,HR
2024-01-07 23:16:33.974946,Utilities,6600.67,Credit Card,Finance
2024-04-04 23:16:33.974946,Maintenance,17572.51,Credit Card,Operations
2024-09-10 23:16:33.974946,Salaries,3164.93,Check,Marketing
2023-11-04 23:16:33.974946,Salaries,7776.35,Check,Marketing
2023-11-26 23:16:33.974946,Rent,16815.28,Credit Card,IT
2023-12-25 23:16:33.974946,Maintenance,3261.06,Credit Card,IT
2023-10-17 23:16:33.974946,Technology,14340.86,Credit Card,HR
2024-09-24 23:16:33.974946,Maintenance,1544.63,Credit Card,Marketing
2024-07-05 23:16:33.974946,Technology,19333.99,Credit Card,HR
2024-01-13 23:16:33.974946,Utilities,9494.97,Credit Card,HR
2024-01-23 23:16:33.974946,Utilities,14285.04,Direct Debit,HR
2024-09-16 23:16:33.974946,Salaries,10116.3,Credit Card,Operations
2024-02-12 23:16:33.974946,Maintenance,16006.05,Check,HR
2023-10-07 23:16:33.974946,Salaries,13865.48,Check,Marketing
2024-04-12 23:16:33.974946,Salaries,1465.38,Check,Operations
2023-12-24 23:16:33.974946,Salaries,4174.45,Check,Operations
2024-05-10 23:16:33.974946,Utilities,6356.24,Direct Debit,Operations
2024-04-08 23:16:33.974946,Technology,7146.41,Check,IT
2024-06-29 23:16:33.974946,Utilities,9164.47,Direct Debit,HR
2024-08-28 23:16:33.974946,Salaries,4653.41,Direct Debit,IT
2024-05-21 23:16:33.974946,Rent,14143.49,Check,IT
2023-11-22 23:16:33.974946,Rent,19134.38,Check,Marketing
2024-03-15 23:16:33.974946,Maintenance,2648.08,Direct Debit,Operations
2024-04-29 23:16:33.974946,Technology,13022.14,Direct Debit,Operations
2023-10-25 23:16:33.974946,Maintenance,11000.46,Credit Card,Operations
2024-08-31 23:16:33.974946,Rent,18112.11,Check,Marketing
2024-02-04 23:16:33.974946,Utilities,18354.11,Direct Debit,Finance
2024-09-18 23:16:33.974946,Utilities,18590.57,Check,Finance
2024-01-09 23:16:33.974946,Rent,15399.78,Credit Card,Marketing
2024-05-05 23:16:33.974946,Rent,1240.52,Credit Card,HR
2023-10-30 23:16:33.974946,Technology,12591.87,Direct Debit,Marketing
2024-09-10 23:16:33.974946,Utilities,2751.77,Credit Card,IT
2024-03-31 23:16:33.974946,Technology,16861.32,Credit Card,HR
2024-06-05 23:16:33.974946,Maintenance,16072.85,Direct Debit,Finance
2024-08-18 23:16:33.974946,Salaries,15261.25,Direct Debit,IT
2024-08-25 23:16:33.974946,Technology,11723.26,Direct Debit,Finance
2024-04-14 23:16:33.974946,Salaries,10784.3,Check,Marketing
2024-09-12 23:16:33.974946,Rent,19447.01,Credit Card,Finance
2024-05-23 23:16:33.974946,Rent,1070.64,Direct Debit,Finance
2024-01-03 23:16:33.974946,Utilities,14809.42,Credit Card,Operations
2024-04-07 23:16:33.974946,Salaries,10475.9,Check,HR
2023-10-08 23:16:33.974946,Utilities,18874.92,Credit Card,Finance
2024-01-13 23:16:33.974946,Technology,4445.05,Check,Operations
2024-07-19 23:16:33.974946,Salaries,3818.5,Direct Debit,IT
2024-07-01 23:16:33.974946,Utilities,12083.81,Direct Debit,Finance
2023-10-27 23:16:33.974946,Utilities,14440.55,Credit Card,Operations
2024-04-10 23:16:33.974946,Technology,19074.54,Credit Card,HR
2024-06-23 23:16:33.974946,Salaries,14287.75,Check,Marketing
2024-06-09 23:16:33.974946,Rent,14462.15,Credit Card,Finance
2023-12-17 23:16:33.974946,Rent,2729.7,Direct Debit,HR
2024-05-14 23:16:33.974946,Technology,19899.47,Direct Debit,Finance
2024-04-10 23:16:33.974946,Salaries,4385.68,Credit Card,Finance
2024-01-06 23:16:33.974946,Utilities,10912.26,Credit Card,Marketing
2024-03-09 23:16:33.974946,Salaries,19757.86,Direct Debit,HR
2024-01-06 23:16:33.974946,Technology,18676.32,Check,Finance
2024-09-09 23:16:33.974946,Maintenance,14649.36,Direct Debit,HR
2023-11-06 23:16:33.974946,Salaries,16384.8,Check,Marketing
2024-03-16 23:16:33.974946,Salaries,5300.17,Credit Card,IT
2023-10-25 23:16:33.974946,Utilities,7943.03,Credit Card,Operations
2024-07-24 23:16:33.974946,Utilities,13099.6,Check,Finance
2024-02-08 23:16:33.974946,Utilities,13924.17,Credit Card,Marketing
2023-12-08 23:16:33.974946,Rent,8572.92,Credit Card,Finance
2024-06-30 23:16:33.974946,Rent,19335.15,Check,HR
2023-12-19 23:16:33.974946,Maintenance,8982.7,Check,Operations
2023-10-06 23:16:33.974946,Technology,6319.68,Check,Operations
2023-12-26 23:16:33.974946,Rent,12750.92,Direct Debit,Finance
2024-01-07 23:16:33.974946,Maintenance,19869.87,Credit Card,Marketing
2024-06-29 23:16:33.974946,Utilities,2600.88,Credit Card,HR
2024-07-06 23:16:33.974946,Rent,10122.5,Check,Operations
2024-03-20 23:16:33.974946,Maintenance,17804.63,Credit Card,IT
2024-09-18 23:16:33.974946,Maintenance,3056.47,Direct Debit,Operations
2024-04-12 23:16:33.974946,Salaries,5318.32,Direct Debit,HR
2024-04-19 23:16:33.974946,Maintenance,9148.73,Check,Finance
2024-07-01 23:16:33.974946,Salaries,16575.56,Direct Debit,HR
2024-02-03 23:16:33.974946,Rent,5665.58,Check,HR
2023-12-24 23:16:33.974946,Rent,16433.96,Credit Card,Marketing
2024-08-11 23:16:33.974946,Rent,12963.66,Credit Card,IT
2023-10-05 23:16:33.974946,Utilities,9202.03,Direct Debit,Finance
2024-03-20 23:16:33.974946,Rent,13212.47,Check,Marketing
2023-10-23 23:16:33.974946,Rent,13997.09,Check,IT
2024-05-17 23:16:33.974946,Utilities,7175.17,Credit Card,Finance
2024-08-12 23:16:33.974946,Rent,6023.46,Credit Card,IT
2023-12-17 23:16:33.974946,Utilities,11857.35,Credit Card,Finance
2024-08-10 23:16:33.974946,Utilities,8279.31,Credit Card,HR
2024-06-27 23:16:33.974946,Technology,8297.01,Check,Finance
2024-07-10 23:16:33.974946,Rent,16681.05,Check,Finance
2023-11-28 23:16:33.974946,Technology,4814.89,Check,Operations
2023-12-16 23:16:33.974946,Salaries,12403.45,Direct Debit,Marketing
2024-09-15 23:16:33.974946,Rent,8889.01,Direct Debit,Marketing
2023-12-27 23:16:33.974946,Rent,10255.45,Check,Operations
2024-08-14 23:16:33.974946,Technology,18422.19,Check,Marketing
2023-12-18 23:16:33.974946,Salaries,8502.99,Check,Finance
2024-08-16 23:16:33.974946,Maintenance,2600.23,Credit Card,IT
2023-10-12 23:16:33.974946,Rent,9656.27,Check,Operations
2024-10-02 23:16:33.974946,Technology,16590.09,Direct Debit,Marketing
2024-04-07 23:16:33.974946,Technology,6264.28,Direct Debit,Finance
2023-10-15 23:16:33.974946,Rent,2639.6,Check,HR
2023-12-20 23:16:33.974946,Rent,11931.12,Credit Card,Finance
2024-03-09 23:16:33.974946,Maintenance,19627.67,Check,IT
2024-05-26 23:16:33.974946,Salaries,12049.55,Direct Debit,IT
2023-12-14 23:16:33.974946,Rent,8910.4,Credit Card,IT
2024-05-17 23:16:33.974946,Utilities,3981.26,Direct Debit,HR
2024-07-10 23:16:33.974946,Maintenance,6525.37,Credit Card,Finance
2024-06-10 23:16:33.974946,Technology,11864.2,Credit Card,HR
2024-05-20 23:16:33.974946,Salaries,19081.74,Check,HR
2024-07-15 23:16:33.974946,Technology,3765.13,Check,Finance
2024-09-28 23:16:33.974946,Utilities,14590.66,Credit Card,HR
2024-06-06 23:16:33.974946,Salaries,10284.53,Direct Debit,HR
2024-07-08 23:16:33.974946,Technology,17913.42,Credit Card,IT
2024-03-14 23:16:33.974946,Rent,10201.18,Check,HR
2024-06-05 23:16:33.974946,Utilities,17162.63,Check,Operations
2024-01-31 23:16:33.974946,Maintenance,2399.42,Check,Finance
2024-07-17 23:16:33.974946,Maintenance,16218.59,Direct Debit,IT
2024-07-14 23:16:33.974946,Maintenance,12246.11,Credit Card,Marketing
2023-11-12 23:16:33.974946,Rent,3426.14,Check,Marketing
2024-03-05 23:16:33.974946,Utilities,2632.31,Direct Debit,Finance
2024-04-24 23:16:33.974946,Rent,18116.3,Credit Card,Operations
2024-02-04 23:16:33.974946,Technology,16641.3,Credit Card,Finance
2024-09-19 23:16:33.974946,Rent,4983.79,Check,Marketing
2024-03-13 23:16:33.974946,Utilities,9255.41,Check,Finance
2023-12-20 23:16:33.974946,Maintenance,18473.98,Direct Debit,IT
2023-10-29 23:16:33.974946,Utilities,19524.87,Credit Card,Operations
2024-05-10 23:16:33.974946,Salaries,14629.57,Direct Debit,Marketing
2024-04-07 23:16:33.974946,Salaries,9351.56,Credit Card,HR
2024-07-20 23:16:33.974946,Maintenance,4033.51,Credit Card,Finance
2024-07-25 23:16:33.974946,Technology,12375.65,Direct Debit,Finance
2024-08-21 23:16:33.974946,Salaries,12302.59,Direct Debit,Finance
2024-04-25 23:16:33.974946,Technology,18951.5,Direct Debit,Operations
2024-07-18 23:16:33.974946,Rent,10986.85,Direct Debit,IT
2024-05-04 23:16:33.974946,Rent,13246.15,Credit Card,Finance
2024-06-13 23:16:33.974946,Technology,16842.73,Check,IT
2023-12-09 23:16:33.974946,Salaries,11674.54,Check,Operations
2023-12-02 23:16:33.974946,Technology,7371.89,Check,Finance
2024-10-03 23:16:33.974946,Technology,14896.2,Credit Card,Marketing
2023-10-13 23:16:33.974946,Maintenance,13204.43,Check,HR
2024-09-03 23:16:33.974946,Technology,4666.73,Direct Debit,Operations
2024-09-25 23:16:33.974946,Maintenance,6270.75,Credit Card,HR
2023-10-07 23:16:33.974946,Maintenance,17852.48,Credit Card,Operations
2024-08-06 23:16:33.974946,Salaries,11253.88,Direct Debit,HR
2023-12-12 23:16:33.974946,Salaries,11062.67,Credit Card,Operations
2024-07-12 23:16:33.974946,Utilities,2172.91,Check,Operations
2024-08-07 23:16:33.974946,Utilities,19500.1,Check,HR
2023-12-19 23:16:33.974946,Maintenance,1217.96,Credit Card,IT
2023-12-12 23:16:33.974946,Technology,7010.85,Direct Debit,Operations
