Transfer_Date,Transaction_ID,Counterparty_Bank,Transfer_Amount,Transfer_Currency,Transfer_Type,Transfer_Purpose
2024-05-09 23:16:44.532238,TXN_629,Bank C,18813.94,EUR,Outbound,Settlement
2024-07-14 23:16:44.532238,TXN_437,Bank B,22353.45,GBP,Outbound,Settlement
2023-11-15 23:16:44.532238,TXN_273,Bank A,18701.18,GBP,Outbound,Settlement
2024-05-18 23:16:44.532238,TXN_599,Bank C,42321.67,USD,Inbound,Liquidity Management
2024-03-11 23:16:44.532238,TXN_519,Bank A,44294.35,USD,Outbound,Settlement
2024-09-04 23:16:44.532238,TXN_622,Bank B,39359.6,EUR,Outbound,Liquidity Management
2023-11-28 23:16:44.532238,TXN_414,Bank C,21324.26,EUR,Outbound,Liquidity Management
2024-03-26 23:16:44.532238,TXN_901,Bank B,39481.35,USD,Outbound,Liquidity Management
2023-12-19 23:16:44.532238,TXN_426,Bank C,45881.28,GBP,Inbound,Settlement
2023-10-17 23:16:44.532238,TXN_757,Bank C,33413.15,GBP,Outbound,Settlement
2024-02-08 23:16:44.532238,TXN_860,Bank C,38449.4,GBP,Inbound,Liquidity Management
2024-08-09 23:16:44.532238,TXN_510,Bank C,22448.97,EUR,Outbound,Liquidity Management
2024-08-25 23:16:44.532238,TXN_243,Bank A,48722.15,EUR,Outbound,Liquidity Management
2023-10-26 23:16:44.532238,TXN_31,Bank B,37523.06,USD,Inbound,Settlement
2024-07-17 23:16:44.532238,TXN_348,Bank B,17731.04,EUR,Inbound,Liquidity Management
2024-04-01 23:16:44.532238,TXN_287,Bank A,42588.89,GBP,Inbound,Settlement
2024-04-24 23:16:44.532238,TXN_741,Bank A,38956.82,GBP,Outbound,Liquidity Management
2023-12-29 23:16:44.532238,TXN_56,Bank C,43919.56,EUR,Outbound,Liquidity Management
2023-12-12 23:16:44.532238,TXN_501,Bank A,40508.1,EUR,Outbound,Liquidity Management
2024-09-05 23:16:44.532238,TXN_335,Bank C,15325.2,EUR,Inbound,Liquidity Management
2024-03-01 23:16:44.532238,TXN_870,Bank B,49946.12,USD,Inbound,Liquidity Management
2024-01-04 23:16:44.532238,TXN_518,Bank B,31105.17,GBP,Inbound,Settlement
2024-02-26 23:16:44.532238,TXN_92,Bank A,33669.56,EUR,Inbound,Liquidity Management
2024-06-17 23:16:44.532238,TXN_600,Bank C,39188.19,GBP,Inbound,Liquidity Management
2024-07-10 23:16:44.532238,TXN_76,Bank C,10548.92,USD,Inbound,Settlement
2023-12-17 23:16:44.532238,TXN_352,Bank C,29208.55,USD,Outbound,Settlement
2023-11-07 23:16:44.532238,TXN_663,Bank C,17527.69,GBP,Inbound,Settlement
2024-05-05 23:16:44.532238,TXN_747,Bank C,40356.89,GBP,Inbound,Settlement
2023-12-22 23:16:44.532238,TXN_672,Bank B,40738.63,GBP,Inbound,Liquidity Management
2024-01-23 23:16:44.532238,TXN_561,Bank C,18304.73,USD,Inbound,Settlement
2024-08-30 23:16:44.532238,TXN_397,Bank C,31505.36,GBP,Inbound,Settlement
2023-12-14 23:16:44.532238,TXN_645,Bank C,41853.56,GBP,Inbound,Liquidity Management
2024-05-19 23:16:44.532238,TXN_621,Bank B,31745.58,GBP,Inbound,Settlement
2024-04-01 23:16:44.532238,TXN_338,Bank B,15538.35,USD,Outbound,Liquidity Management
2023-12-26 23:16:44.532238,TXN_201,Bank A,35614.23,GBP,Outbound,Liquidity Management
2024-01-22 23:16:44.532238,TXN_99,Bank C,11760.08,USD,Outbound,Settlement
2024-04-16 23:16:44.532238,TXN_573,Bank C,26371.08,EUR,Inbound,Settlement
2023-10-30 23:16:44.532238,TXN_177,Bank B,40485.71,GBP,Outbound,Settlement
2024-01-10 23:16:44.532238,TXN_62,Bank C,31738.83,GBP,Outbound,Liquidity Management
2024-04-23 23:16:44.532238,TXN_343,Bank C,18927.41,USD,Outbound,Liquidity Management
2024-03-06 23:16:44.532238,TXN_281,Bank B,18989.54,USD,Outbound,Liquidity Management
2024-01-29 23:16:44.532238,TXN_625,Bank C,43965.36,USD,Inbound,Settlement
2023-10-11 23:16:44.532238,TXN_693,Bank C,40529.91,EUR,Outbound,Liquidity Management
2024-08-14 23:16:44.532238,TXN_692,Bank B,33617.33,USD,Outbound,Settlement
2024-09-04 23:16:44.532238,TXN_573,Bank C,46178.31,USD,Outbound,Settlement
2024-09-22 23:16:44.532238,TXN_992,Bank A,47440.42,GBP,Outbound,Liquidity Management
2023-12-26 23:16:44.532238,TXN_280,Bank A,46586.68,GBP,Outbound,Liquidity Management
2024-06-19 23:16:44.532238,TXN_965,Bank B,38305.29,GBP,Outbound,Settlement
2024-09-29 23:16:44.532238,TXN_610,Bank B,49917.61,GBP,Inbound,Settlement
2024-06-07 23:16:44.532238,TXN_548,Bank A,35581.38,GBP,Inbound,Liquidity Management
2024-07-07 23:16:44.532238,TXN_804,Bank B,46978.23,USD,Outbound,Liquidity Management
2024-07-16 23:16:44.532238,TXN_5,Bank C,38360.03,USD,Outbound,Liquidity Management
2023-11-16 23:16:44.532238,TXN_575,Bank C,19987.48,GBP,Outbound,Settlement
2024-09-16 23:16:44.532238,TXN_367,Bank A,13992.74,EUR,Outbound,Settlement
2024-03-02 23:16:44.532238,TXN_150,Bank C,10482.01,EUR,Inbound,Liquidity Management
2024-04-09 23:16:44.532238,TXN_800,Bank C,49230.23,EUR,Inbound,Liquidity Management
2024-09-30 23:16:44.532238,TXN_829,Bank C,41752.67,GBP,Inbound,Liquidity Management
2024-02-07 23:16:44.532238,TXN_667,Bank B,27747.3,GBP,Inbound,Settlement
2024-02-05 23:16:44.532238,TXN_933,Bank B,48102.91,USD,Outbound,Settlement
2024-05-19 23:16:44.532238,TXN_742,Bank A,39499.6,USD,Outbound,Liquidity Management
2024-03-06 23:16:44.532238,TXN_878,Bank A,12491.5,GBP,Outbound,Liquidity Management
2024-04-23 23:16:44.532238,TXN_999,Bank B,27610.26,EUR,Inbound,Liquidity Management
2024-07-05 23:16:44.532238,TXN_682,Bank C,17194.66,GBP,Inbound,Liquidity Management
2024-01-29 23:16:44.532238,TXN_271,Bank C,10898.19,EUR,Inbound,Settlement
2024-06-15 23:16:44.532238,TXN_141,Bank A,48767.4,GBP,Outbound,Liquidity Management
2023-11-28 23:16:44.532238,TXN_866,Bank A,43855.18,USD,Outbound,Settlement
2024-07-11 23:16:44.532238,TXN_57,Bank A,33941.5,USD,Outbound,Liquidity Management
2024-02-26 23:16:44.532238,TXN_235,Bank C,27985.76,GBP,Outbound,Liquidity Management
2024-01-23 23:16:44.532238,TXN_168,Bank C,17737.34,EUR,Inbound,Settlement
2024-01-23 23:16:44.532238,TXN_171,Bank B,35756.14,EUR,Inbound,Settlement
2023-11-07 23:16:44.532238,TXN_192,Bank A,44402.1,EUR,Inbound,Liquidity Management
2024-08-16 23:16:44.532238,TXN_134,Bank C,27586.93,GBP,Outbound,Settlement
2023-12-26 23:16:44.532238,TXN_189,Bank C,35958.37,GBP,Outbound,Liquidity Management
2023-10-25 23:16:44.532238,TXN_62,Bank C,17477.73,GBP,Inbound,Settlement
2024-06-15 23:16:44.532238,TXN_80,Bank C,15060.52,USD,Outbound,Settlement
2023-10-31 23:16:44.532238,TXN_920,Bank A,35038.59,EUR,Inbound,Settlement
2024-07-12 23:16:44.532238,TXN_500,Bank A,17927.45,USD,Inbound,Settlement
2024-07-27 23:16:44.532238,TXN_873,Bank B,17649.82,GBP,Inbound,Liquidity Management
2024-08-27 23:16:44.532238,TXN_246,Bank C,21664.09,EUR,Inbound,Liquidity Management
2023-11-19 23:16:44.532238,TXN_674,Bank A,11917.52,USD,Outbound,Settlement
2023-11-23 23:16:44.532238,TXN_837,Bank A,40181.14,EUR,Inbound,Liquidity Management
2024-03-01 23:16:44.532238,TXN_979,Bank A,17710.21,GBP,Outbound,Settlement
2024-09-27 23:16:44.532238,TXN_815,Bank B,29989.28,USD,Inbound,Settlement
2024-04-10 23:16:44.532238,TXN_964,Bank A,30953.66,GBP,Outbound,Liquidity Management
2023-11-07 23:16:44.532238,TXN_249,Bank B,18743.5,USD,Inbound,Settlement
2023-12-09 23:16:44.532238,TXN_383,Bank A,43901.48,EUR,Outbound,Settlement
2024-02-14 23:16:44.532238,TXN_782,Bank A,31609.64,USD,Inbound,Settlement
2024-01-24 23:16:44.532238,TXN_694,Bank C,12961.4,GBP,Inbound,Liquidity Management
2024-06-28 23:16:44.532238,TXN_454,Bank A,13092.3,GBP,Inbound,Settlement
2024-03-09 23:16:44.532238,TXN_956,Bank B,37388.67,USD,Inbound,Liquidity Management
2024-06-01 23:16:44.532238,TXN_309,Bank C,43220.08,USD,Inbound,Settlement
2024-07-14 23:16:44.532238,TXN_780,Bank B,16854.26,GBP,Inbound,Liquidity Management
2023-11-13 23:16:44.532238,TXN_272,Bank C,35113.63,USD,Outbound,Settlement
2024-09-03 23:16:44.532238,TXN_57,Bank B,15760.29,GBP,Outbound,Settlement
2024-03-16 23:16:44.532238,TXN_151,Bank A,20648.43,GBP,Outbound,Liquidity Management
2023-10-21 23:16:44.532238,TXN_776,Bank A,40494.85,GBP,Inbound,Liquidity Management
2024-04-04 23:16:44.532238,TXN_852,Bank A,38899.97,EUR,Inbound,Settlement
2024-01-28 23:16:44.532238,TXN_726,Bank C,15124.19,USD,Inbound,Settlement
2024-03-13 23:16:44.532238,TXN_690,Bank B,43948.2,USD,Outbound,Liquidity Management
2024-06-28 23:16:44.532238,TXN_788,Bank C,31116.56,USD,Outbound,Liquidity Management
2023-11-20 23:16:44.532238,TXN_908,Bank C,28462.13,EUR,Outbound,Liquidity Management
2024-05-19 23:16:44.532238,TXN_398,Bank A,26883.77,GBP,Inbound,Settlement
2024-06-08 23:16:44.532238,TXN_439,Bank C,45367.79,GBP,Inbound,Settlement
2024-04-30 23:16:44.532238,TXN_222,Bank B,32192.61,USD,Inbound,Settlement
2023-10-20 23:16:44.532238,TXN_119,Bank B,32727.23,EUR,Inbound,Liquidity Management
2023-10-27 23:16:44.532238,TXN_559,Bank C,32335.71,GBP,Outbound,Settlement
2024-03-06 23:16:44.532238,TXN_670,Bank C,36011.02,EUR,Inbound,Liquidity Management
2024-03-05 23:16:44.532238,TXN_418,Bank A,23385.13,EUR,Inbound,Settlement
2024-02-16 23:16:44.532238,TXN_201,Bank C,28801.54,GBP,Outbound,Settlement
2024-08-19 23:16:44.532238,TXN_89,Bank C,39365.9,USD,Outbound,Settlement
2024-08-19 23:16:44.532238,TXN_371,Bank C,36413.53,USD,Outbound,Liquidity Management
2024-04-22 23:16:44.532238,TXN_644,Bank B,45020.2,USD,Outbound,Settlement
2024-07-12 23:16:44.532238,TXN_414,Bank A,30487.45,GBP,Inbound,Settlement
2024-05-11 23:16:44.532238,TXN_519,Bank A,27332.62,EUR,Inbound,Settlement
2024-09-09 23:16:44.532238,TXN_41,Bank C,23481.59,USD,Outbound,Liquidity Management
2024-05-30 23:16:44.532238,TXN_790,Bank C,12946.9,GBP,Outbound,Settlement
2024-05-06 23:16:44.532238,TXN_333,Bank B,29762.49,USD,Inbound,Settlement
2024-05-21 23:16:44.532238,TXN_901,Bank C,34759.11,USD,Inbound,Liquidity Management
2024-06-06 23:16:44.532238,TXN_461,Bank A,25020.3,USD,Outbound,Settlement
2024-05-21 23:16:44.532238,TXN_377,Bank C,33309.17,GBP,Inbound,Settlement
2024-06-01 23:16:44.532238,TXN_92,Bank A,28216.86,EUR,Outbound,Liquidity Management
2023-10-28 23:16:44.532238,TXN_341,Bank B,12642.15,EUR,Inbound,Settlement
2024-05-06 23:16:44.532238,TXN_663,Bank B,22080.27,EUR,Inbound,Liquidity Management
2024-06-30 23:16:44.532238,TXN_290,Bank C,44421.0,EUR,Inbound,Settlement
2024-05-27 23:16:44.532238,TXN_834,Bank A,49979.17,GBP,Outbound,Settlement
2024-04-28 23:16:44.532238,TXN_473,Bank A,42658.88,USD,Outbound,Settlement
2024-09-01 23:16:44.532238,TXN_156,Bank A,30835.03,USD,Inbound,Liquidity Management
2023-10-18 23:16:44.532238,TXN_946,Bank C,26948.73,GBP,Outbound,Liquidity Management
2024-06-20 23:16:44.532238,TXN_949,Bank A,33763.82,USD,Outbound,Settlement
2024-05-17 23:16:44.532238,TXN_279,Bank C,19671.55,GBP,Outbound,Settlement
2024-03-18 23:16:44.532238,TXN_645,Bank A,27273.35,USD,Inbound,Settlement
2024-06-05 23:16:44.532238,TXN_843,Bank A,11480.01,EUR,Inbound,Liquidity Management
2024-09-07 23:16:44.532238,TXN_4,Bank C,33817.8,GBP,Outbound,Liquidity Management
2024-07-25 23:16:44.532238,TXN_655,Bank B,49241.27,EUR,Outbound,Settlement
2024-06-30 23:16:44.532238,TXN_250,Bank B,19651.15,GBP,Inbound,Liquidity Management
2024-06-01 23:16:44.532238,TXN_438,Bank A,19159.0,GBP,Inbound,Settlement
2024-07-12 23:16:44.532238,TXN_634,Bank A,31393.87,USD,Inbound,Settlement
2024-03-25 23:16:44.532238,TXN_660,Bank C,40656.87,EUR,Inbound,Liquidity Management
2024-01-20 23:16:44.532238,TXN_668,Bank A,32259.73,GBP,Inbound,Liquidity Management
2024-01-15 23:16:44.532238,TXN_90,Bank C,39817.96,GBP,Inbound,Settlement
2024-05-31 23:16:44.532238,TXN_837,Bank A,40670.06,GBP,Inbound,Liquidity Management
2023-12-29 23:16:44.532238,TXN_941,Bank A,28322.71,GBP,Outbound,Liquidity Management
2023-12-10 23:16:44.532238,TXN_932,Bank C,13933.44,EUR,Inbound,Settlement
2023-12-30 23:16:44.532238,TXN_800,Bank B,25112.12,EUR,Inbound,Liquidity Management
2024-07-25 23:16:44.532238,TXN_229,Bank C,45013.53,USD,Outbound,Settlement
2023-10-12 23:16:44.532238,TXN_170,Bank A,43919.81,GBP,Inbound,Liquidity Management
2024-05-05 23:16:44.532238,TXN_1000,Bank B,49141.32,USD,Outbound,Settlement
2023-12-21 23:16:44.532238,TXN_873,Bank C,41541.62,USD,Outbound,Liquidity Management
2024-09-10 23:16:44.532238,TXN_521,Bank C,31040.75,EUR,Outbound,Settlement
2024-07-09 23:16:44.532238,TXN_473,Bank C,35486.16,EUR,Outbound,Liquidity Management
2024-05-22 23:16:44.532238,TXN_140,Bank C,34105.47,USD,Inbound,Liquidity Management
2024-05-18 23:16:44.532238,TXN_846,Bank A,19392.17,USD,Inbound,Liquidity Management
2024-05-09 23:16:44.532238,TXN_143,Bank A,14843.18,GBP,Inbound,Settlement
2024-09-14 23:16:44.532238,TXN_793,Bank B,48757.46,EUR,Inbound,Liquidity Management
2023-12-01 23:16:44.532238,TXN_982,Bank A,42419.12,EUR,Inbound,Settlement
2024-02-25 23:16:44.532238,TXN_285,Bank A,25282.15,EUR,Outbound,Liquidity Management
2023-11-22 23:16:44.532238,TXN_897,Bank A,22221.68,USD,Outbound,Settlement
2023-10-28 23:16:44.532238,TXN_469,Bank B,24767.6,GBP,Inbound,Settlement
2024-05-10 23:16:44.532238,TXN_906,Bank B,46579.91,USD,Outbound,Settlement
2024-08-08 23:16:44.532238,TXN_992,Bank B,11678.57,GBP,Inbound,Settlement
2024-05-17 23:16:44.532238,TXN_542,Bank C,23021.24,EUR,Outbound,Settlement
2024-03-07 23:16:44.532238,TXN_323,Bank A,44008.87,GBP,Inbound,Settlement
2024-01-21 23:16:44.532238,TXN_418,Bank A,33923.48,GBP,Outbound,Liquidity Management
2023-11-16 23:16:44.532238,TXN_909,Bank C,31375.55,USD,Inbound,Liquidity Management
2024-06-03 23:16:44.532238,TXN_565,Bank B,12584.91,GBP,Inbound,Liquidity Management
2024-01-07 23:16:44.532238,TXN_121,Bank C,29207.79,GBP,Outbound,Liquidity Management
2023-12-31 23:16:44.532238,TXN_323,Bank B,43149.46,GBP,Inbound,Settlement
2024-01-26 23:16:44.532238,TXN_960,Bank C,49722.15,USD,Outbound,Liquidity Management
2024-07-22 23:16:44.532238,TXN_981,Bank A,11697.31,EUR,Inbound,Settlement
2024-07-22 23:16:44.532238,TXN_105,Bank B,40335.89,EUR,Outbound,Settlement
2024-01-14 23:16:44.532238,TXN_815,Bank C,17202.46,EUR,Inbound,Liquidity Management
2024-08-31 23:16:44.532238,TXN_763,Bank B,20867.76,USD,Outbound,Liquidity Management
2024-06-05 23:16:44.532238,TXN_931,Bank B,44293.78,EUR,Outbound,Liquidity Management
2024-06-03 23:16:44.532238,TXN_604,Bank C,34566.25,EUR,Inbound,Settlement
2024-03-10 23:16:44.532238,TXN_17,Bank C,23875.99,EUR,Outbound,Settlement
2024-08-31 23:16:44.532238,TXN_368,Bank A,15933.55,EUR,Outbound,Liquidity Management
2023-11-22 23:16:44.532238,TXN_993,Bank C,22966.92,EUR,Inbound,Liquidity Management
2024-01-15 23:16:44.532238,TXN_479,Bank C,27393.67,GBP,Inbound,Liquidity Management
2024-03-03 23:16:44.532238,TXN_151,Bank B,36707.71,EUR,Outbound,Liquidity Management
2024-08-20 23:16:44.532238,TXN_818,Bank B,21917.07,GBP,Inbound,Liquidity Management
2024-04-24 23:16:44.532238,TXN_798,Bank A,15466.88,GBP,Outbound,Settlement
2023-10-22 23:16:44.532238,TXN_39,Bank A,17572.23,GBP,Inbound,Settlement
2024-01-07 23:16:44.532238,TXN_200,Bank B,44354.8,GBP,Inbound,Liquidity Management
2024-05-17 23:16:44.532238,TXN_959,Bank C,15334.08,GBP,Outbound,Liquidity Management
2024-02-09 23:16:44.532238,TXN_300,Bank C,12127.07,EUR,Outbound,Liquidity Management
2024-01-01 23:16:44.532238,TXN_953,Bank A,32396.83,EUR,Inbound,Liquidity Management
2024-01-31 23:16:44.532238,TXN_493,Bank C,37527.97,EUR,Inbound,Liquidity Management
2024-04-01 23:16:44.532238,TXN_64,Bank A,32201.52,GBP,Outbound,Liquidity Management
2024-06-23 23:16:44.532238,TXN_74,Bank B,33891.46,USD,Outbound,Settlement
2024-06-02 23:16:44.532238,TXN_998,Bank A,10731.15,USD,Inbound,Settlement
2023-11-12 23:16:44.532238,TXN_421,Bank A,44462.22,GBP,Inbound,Settlement
2024-06-22 23:16:44.532238,TXN_798,Bank A,28514.27,USD,Outbound,Liquidity Management
2024-02-14 23:16:44.532238,TXN_432,Bank B,40031.66,GBP,Outbound,Liquidity Management
2024-05-07 23:16:44.532238,TXN_674,Bank A,13664.46,GBP,Outbound,Settlement
2024-03-25 23:16:44.532238,TXN_232,Bank B,16348.16,GBP,Outbound,Liquidity Management
2024-05-16 23:16:44.532238,TXN_581,Bank C,20647.57,GBP,Inbound,Liquidity Management
2023-10-05 23:16:44.532238,TXN_883,Bank C,25733.56,USD,Outbound,Settlement
2024-07-18 23:16:44.532238,TXN_311,Bank A,49116.12,GBP,Inbound,Liquidity Management
2023-11-01 23:16:44.532238,TXN_122,Bank B,46635.04,EUR,Inbound,Liquidity Management
2024-04-16 23:16:44.532238,TXN_294,Bank A,16724.44,GBP,Inbound,Settlement
2024-01-04 23:16:44.532238,TXN_535,Bank C,15360.67,EUR,Outbound,Liquidity Management
2024-08-02 23:16:44.532238,TXN_404,Bank A,37491.54,USD,Inbound,Settlement
2023-11-19 23:16:44.532238,TXN_962,Bank A,34828.19,GBP,Inbound,Settlement
2024-02-11 23:16:44.532238,TXN_527,Bank B,48719.32,GBP,Inbound,Liquidity Management
2024-07-08 23:16:44.532238,TXN_600,Bank C,30383.68,USD,Inbound,Liquidity Management
2024-06-20 23:16:44.532238,TXN_509,Bank A,18603.89,USD,Outbound,Settlement
2024-02-18 23:16:44.532238,TXN_903,Bank C,13167.21,GBP,Inbound,Liquidity Management
2024-07-03 23:16:44.532238,TXN_690,Bank C,17279.39,GBP,Outbound,Liquidity Management
2024-08-26 23:16:44.532238,TXN_722,Bank A,48356.56,USD,Inbound,Settlement
2024-09-12 23:16:44.532238,TXN_660,Bank B,45567.49,EUR,Outbound,Liquidity Management
2024-02-07 23:16:44.532238,TXN_960,Bank C,13858.69,EUR,Outbound,Settlement
2024-07-20 23:16:44.532238,TXN_173,Bank A,12954.28,GBP,Outbound,Settlement
2024-06-27 23:16:44.532238,TXN_202,Bank C,26624.89,USD,Inbound,Liquidity Management
2024-07-01 23:16:44.532238,TXN_447,Bank B,35613.73,GBP,Inbound,Settlement
2023-11-14 23:16:44.532238,TXN_755,Bank C,35083.35,EUR,Outbound,Liquidity Management
2024-05-19 23:16:44.532238,TXN_599,Bank B,31363.65,EUR,Outbound,Liquidity Management
2024-08-08 23:16:44.532238,TXN_878,Bank B,35992.37,USD,Outbound,Settlement
2024-05-19 23:16:44.532238,TXN_859,Bank C,25480.92,EUR,Inbound,Settlement
2024-09-14 23:16:44.532238,TXN_610,Bank A,13115.44,USD,Outbound,Settlement
2024-03-21 23:16:44.532238,TXN_62,Bank C,44702.84,GBP,Outbound,Liquidity Management
2024-02-19 23:16:44.532238,TXN_382,Bank C,11955.26,USD,Outbound,Liquidity Management
2024-05-14 23:16:44.532238,TXN_460,Bank A,44605.23,USD,Inbound,Liquidity Management
2024-04-27 23:16:44.532238,TXN_609,Bank B,49115.44,USD,Outbound,Liquidity Management
2024-04-07 23:16:44.532238,TXN_48,Bank B,19665.37,EUR,Inbound,Liquidity Management
2024-02-26 23:16:44.532238,TXN_332,Bank A,17356.53,EUR,Inbound,Settlement
2024-05-25 23:16:44.532238,TXN_170,Bank A,38320.48,GBP,Outbound,Settlement
2023-12-01 23:16:44.532238,TXN_556,Bank B,19451.8,GBP,Outbound,Settlement
2024-03-23 23:16:44.532238,TXN_286,Bank B,15877.39,EUR,Inbound,Liquidity Management
2024-01-03 23:16:44.532238,TXN_543,Bank B,41638.34,EUR,Inbound,Settlement
2024-03-08 23:16:44.532238,TXN_185,Bank A,20860.5,GBP,Outbound,Liquidity Management
2024-07-21 23:16:44.532238,TXN_596,Bank A,21464.4,GBP,Inbound,Settlement
2024-03-21 23:16:44.532238,TXN_602,Bank A,30297.29,GBP,Outbound,Settlement
2024-02-23 23:16:44.532238,TXN_204,Bank C,31090.9,USD,Outbound,Settlement
2024-01-04 23:16:44.532238,TXN_939,Bank B,12116.51,USD,Inbound,Settlement
2023-11-21 23:16:44.532238,TXN_963,Bank C,13790.13,GBP,Outbound,Liquidity Management
2024-08-01 23:16:44.532238,TXN_584,Bank B,11298.46,EUR,Outbound,Liquidity Management
2024-02-11 23:16:44.532238,TXN_984,Bank C,45660.92,USD,Outbound,Liquidity Management
2024-09-02 23:16:44.532238,TXN_561,Bank B,20751.77,GBP,Inbound,Settlement
2024-06-08 23:16:44.532238,TXN_763,Bank A,17050.34,GBP,Inbound,Liquidity Management
2024-04-06 23:16:44.532238,TXN_986,Bank C,17056.9,GBP,Outbound,Liquidity Management
2024-09-23 23:16:44.532238,TXN_52,Bank C,26487.37,EUR,Inbound,Liquidity Management
2023-10-11 23:16:44.532238,TXN_347,Bank C,10750.89,USD,Inbound,Liquidity Management
2023-10-17 23:16:44.532238,TXN_758,Bank A,15400.06,USD,Inbound,Liquidity Management
2024-04-18 23:16:44.532238,TXN_725,Bank C,41027.01,GBP,Outbound,Settlement
2024-02-13 23:16:44.532238,TXN_888,Bank A,10907.17,GBP,Inbound,Settlement
2023-10-30 23:16:44.532238,TXN_597,Bank B,46596.31,EUR,Inbound,Liquidity Management
2024-02-07 23:16:44.532238,TXN_23,Bank C,47616.99,GBP,Inbound,Settlement
2024-01-22 23:16:44.532238,TXN_55,Bank B,23695.29,USD,Inbound,Settlement
2024-06-11 23:16:44.532238,TXN_276,Bank B,33034.47,GBP,Outbound,Liquidity Management
2024-08-25 23:16:44.532238,TXN_574,Bank C,44325.91,GBP,Outbound,Liquidity Management
2024-05-12 23:16:44.532238,TXN_896,Bank A,18375.85,EUR,Inbound,Settlement
2024-05-23 23:16:44.532238,TXN_69,Bank C,49505.15,EUR,Inbound,Liquidity Management
2024-05-02 23:16:44.532238,TXN_578,Bank A,18150.48,GBP,Outbound,Liquidity Management
2024-05-16 23:16:44.532238,TXN_28,Bank C,41897.81,GBP,Outbound,Settlement
2023-12-28 23:16:44.532238,TXN_384,Bank A,31283.96,EUR,Inbound,Settlement
2024-08-27 23:16:44.532238,TXN_272,Bank A,40446.89,GBP,Inbound,Settlement
2024-08-27 23:16:44.532238,TXN_217,Bank B,12907.05,GBP,Outbound,Liquidity Management
2024-06-12 23:16:44.532238,TXN_372,Bank C,46258.44,USD,Outbound,Liquidity Management
2024-05-31 23:16:44.532238,TXN_337,Bank A,11595.78,EUR,Inbound,Settlement
2023-12-08 23:16:44.532238,TXN_654,Bank A,49631.15,EUR,Inbound,Liquidity Management
2023-12-09 23:16:44.532238,TXN_574,Bank C,18854.53,GBP,Inbound,Settlement
2024-06-22 23:16:44.532238,TXN_885,Bank A,22936.18,EUR,Outbound,Settlement
2024-02-12 23:16:44.532238,TXN_956,Bank A,49588.82,USD,Outbound,Liquidity Management
2024-07-31 23:16:44.532238,TXN_960,Bank C,49907.1,EUR,Outbound,Liquidity Management
2024-05-17 23:16:44.532238,TXN_754,Bank A,26358.64,GBP,Inbound,Settlement
2024-07-09 23:16:44.532238,TXN_809,Bank C,31143.79,EUR,Inbound,Settlement
2024-07-12 23:16:44.532238,TXN_301,Bank A,36752.53,GBP,Inbound,Settlement
2024-04-12 23:16:44.532238,TXN_855,Bank B,32172.4,GBP,Outbound,Settlement
2023-10-11 23:16:44.532238,TXN_268,Bank B,27117.52,USD,Outbound,Settlement
2024-08-21 23:16:44.532238,TXN_187,Bank A,43293.9,EUR,Outbound,Liquidity Management
2024-02-03 23:16:44.532238,TXN_570,Bank C,14717.05,USD,Inbound,Settlement
2024-02-27 23:16:44.532238,TXN_407,Bank B,46934.89,USD,Outbound,Settlement
2024-01-14 23:16:44.532238,TXN_596,Bank C,11934.29,GBP,Inbound,Settlement
2023-11-15 23:16:44.532238,TXN_168,Bank A,28472.18,GBP,Inbound,Liquidity Management
2024-04-01 23:16:44.532238,TXN_697,Bank C,13489.31,USD,Inbound,Settlement
2024-08-06 23:16:44.532238,TXN_707,Bank B,40825.5,EUR,Outbound,Settlement
2024-04-18 23:16:44.532238,TXN_545,Bank B,22269.61,GBP,Outbound,Liquidity Management
2024-09-20 23:16:44.532238,TXN_606,Bank C,37717.1,USD,Outbound,Liquidity Management
2024-08-14 23:16:44.532238,TXN_833,Bank B,48778.44,EUR,Inbound,Settlement
2024-09-13 23:16:44.532238,TXN_407,Bank B,46650.54,GBP,Outbound,Liquidity Management
2023-12-07 23:16:44.532238,TXN_862,Bank C,31900.85,EUR,Outbound,Settlement
2024-09-09 23:16:44.532238,TXN_371,Bank B,43503.56,GBP,Inbound,Liquidity Management
2024-07-01 23:16:44.532238,TXN_238,Bank A,45345.47,EUR,Outbound,Liquidity Management
2024-06-29 23:16:44.532238,TXN_414,Bank C,23890.0,EUR,Outbound,Liquidity Management
2024-02-04 23:16:44.532238,TXN_438,Bank A,29597.34,EUR,Inbound,Liquidity Management
2024-05-28 23:16:44.532238,TXN_907,Bank A,44592.77,USD,Inbound,Settlement
2024-07-21 23:16:44.532238,TXN_860,Bank C,31319.97,GBP,Outbound,Liquidity Management
2024-10-01 23:16:44.532238,TXN_247,Bank C,18332.6,EUR,Outbound,Settlement
2024-08-10 23:16:44.532238,TXN_518,Bank C,36584.39,GBP,Outbound,Settlement
2024-09-07 23:16:44.532238,TXN_247,Bank C,47213.94,USD,Inbound,Settlement
2023-12-28 23:16:44.532238,TXN_116,Bank A,37183.3,USD,Outbound,Liquidity Management
2024-01-01 23:16:44.532238,TXN_211,Bank A,42831.68,USD,Inbound,Settlement
2024-02-01 23:16:44.532238,TXN_999,Bank C,31897.87,GBP,Outbound,Settlement
2024-07-19 23:16:44.532238,TXN_174,Bank C,35412.98,GBP,Outbound,Liquidity Management
2024-04-15 23:16:44.532238,TXN_974,Bank B,42770.16,EUR,Outbound,Settlement
