Loan_ID,Customer_ID,Loan_Date,Loan_Amount,Loan_Type,Loan_Term,Interest_Rate,Interest_Inflow
12389,CUST_28045,2023-12-15 23:15:53.469034,8950.64,Home,24,0.06,1074.0767999999998
12390,CUST_35802,2024-08-29 23:15:53.469034,46206.78,Personal,36,0.08,11089.627199999999
12391,CUST_7448,2024-01-22 23:15:53.469034,29887.27,Auto,24,0.08,4781.9632
12392,CUST_16239,2024-09-17 23:15:53.469034,30002.27,Auto,24,0.08,4800.3632
12393,CUST_14447,2024-04-21 23:15:53.469034,38518.44,Personal,36,0.08,9244.4256
12394,CUST_44086,2024-04-12 23:15:53.469034,45523.14,Personal,36,0.08,10925.5536
12395,CUST_793,2024-10-02 23:15:53.469034,17218.51,Personal,24,0.07,2410.5914
12396,CUST_34301,2024-03-11 23:15:53.469034,22494.35,Auto,24,0.08,3599.096
12397,CUST_6135,2023-11-25 23:15:53.469034,13677.34,Auto,12,0.07,957.4138000000002
12398,CUST_18235,2024-05-17 23:15:53.469034,5930.37,Home,24,0.06,711.6443999999999
12399,CUST_17515,2024-03-29 23:15:53.469034,34496.33,Home,12,0.05,1724.8165000000001
12400,CUST_6972,2024-07-24 23:15:53.469034,49251.78,Home,12,0.05,2462.589
12401,CUST_23844,2024-03-04 23:15:53.469034,48696.63,Auto,12,0.07,3408.7641000000003
12402,CUST_13591,2024-05-20 23:15:53.469034,20042.19,Auto,12,0.07,1402.9533000000001
12403,CUST_32137,2023-11-20 23:15:53.469034,38637.32,Auto,24,0.08,6181.9712
12404,CUST_16144,2024-01-01 23:15:53.469034,46542.69,Auto,12,0.07,3257.9883000000004
12405,CUST_2478,2024-05-18 23:15:53.469034,44798.08,Personal,12,0.06,2687.8848
12406,CUST_25726,2024-08-05 23:15:53.469034,32614.71,Personal,48,0.09,11741.2956
12407,CUST_39609,2024-03-22 23:15:53.469034,9000.82,Home,48,0.08,2880.2624
12408,CUST_7990,2024-05-06 23:15:53.469034,38014.33,Auto,24,0.08,6082.2928
12409,CUST_11413,2024-04-14 23:15:53.469034,33415.31,Auto,36,0.09,9022.133699999998
12410,CUST_21830,2024-03-31 23:15:53.469034,32001.99,Home,12,0.05,1600.0995000000003
12411,CUST_35680,2024-05-27 23:15:53.469034,9624.89,Auto,48,0.1,3849.956
12412,CUST_14409,2024-06-21 23:15:53.469034,40808.03,Personal,48,0.09,14690.8908
12413,CUST_3496,2024-06-12 23:15:53.469034,8090.35,Home,12,0.05,404.51750000000004
12414,CUST_2384,2024-03-09 23:15:53.469034,38725.64,Auto,12,0.07,2710.7948
12415,CUST_42533,2024-03-26 23:15:53.469034,46852.22,Home,24,0.06,5622.2663999999995
12416,CUST_35409,2024-03-21 23:15:53.469034,13895.11,Auto,48,0.1,5558.044000000001
12417,CUST_47569,2024-08-13 23:15:53.469034,26530.13,Auto,12,0.07,1857.1091000000004
12418,CUST_25875,2024-07-08 23:15:53.469034,29462.49,Personal,12,0.06,1767.7494
12419,CUST_34963,2024-08-29 23:15:53.469034,36211.87,Auto,48,0.1,14484.748000000001
12420,CUST_4169,2024-09-11 23:15:53.469034,34141.13,Personal,36,0.08,8193.8712
12421,CUST_40512,2024-07-17 23:15:53.469034,39309.3,Home,36,0.07,8254.953000000001
12422,CUST_43498,2024-05-21 23:15:53.469034,18897.75,Home,24,0.06,2267.73
12423,CUST_25878,2024-09-23 23:15:53.469034,33798.07,Auto,48,0.1,13519.228000000001
12424,CUST_12780,2024-02-09 23:15:53.469034,34572.15,Auto,12,0.07,2420.0505000000003
12425,CUST_29887,2024-06-21 23:15:53.469034,23621.35,Personal,36,0.08,5669.124
12426,CUST_16179,2024-08-05 23:15:53.469034,14731.59,Auto,24,0.08,2357.0544
12427,CUST_27744,2023-12-28 23:15:53.469034,14051.08,Personal,12,0.06,843.0648
12428,CUST_45403,2024-03-27 23:15:53.469034,10325.99,Auto,48,0.1,4130.396
12429,CUST_9430,2024-02-17 23:15:53.469034,36447.9,Auto,24,0.08,5831.664000000001
12430,CUST_2094,2023-11-29 23:15:53.469034,20363.85,Home,48,0.08,6516.432
12431,CUST_2083,2024-05-14 23:15:53.469034,49110.82,Home,24,0.06,5893.2984
12432,CUST_27313,2024-09-11 23:15:53.469034,30722.65,Auto,48,0.1,12289.060000000001
12433,CUST_21955,2024-06-18 23:15:53.469034,12269.99,Auto,12,0.07,858.8993
12434,CUST_47916,2023-10-30 23:15:53.469034,7716.84,Personal,12,0.06,463.0104
12435,CUST_24474,2024-10-02 23:15:53.469034,33826.35,Auto,24,0.08,5412.215999999999
12436,CUST_39838,2024-04-06 23:15:53.469034,40062.72,Auto,48,0.1,16025.088000000002
12437,CUST_31838,2024-05-20 23:15:53.469034,33746.64,Home,48,0.08,10798.9248
12438,CUST_24569,2023-12-11 23:15:53.469034,9183.05,Home,48,0.08,2938.576
12439,CUST_6149,2023-11-07 23:15:53.469034,9987.72,Home,24,0.06,1198.5264
12440,CUST_36488,2024-03-27 23:15:53.469034,42027.7,Home,24,0.06,5043.324
12441,CUST_49563,2023-12-16 23:15:53.469034,41251.71,Auto,36,0.09,11137.9617
12442,CUST_5383,2024-03-07 23:15:53.469034,35293.85,Personal,36,0.08,8470.524
12443,CUST_45738,2024-03-08 23:15:53.469034,25966.14,Personal,24,0.07,3635.2596000000003
12444,CUST_5902,2024-01-27 23:15:53.469034,44129.26,Personal,12,0.06,2647.7556
12445,CUST_16072,2024-04-30 23:15:53.469034,33319.02,Auto,36,0.09,8996.1354
12446,CUST_18271,2024-08-06 23:15:53.469034,19087.08,Home,48,0.08,6107.865600000001
12447,CUST_48937,2024-07-10 23:15:53.469034,32312.11,Home,24,0.06,3877.4532
12448,CUST_44362,2024-03-13 23:15:53.469034,7237.48,Auto,12,0.07,506.6236
12449,CUST_2030,2024-09-09 23:15:53.469034,47631.18,Auto,36,0.09,12860.4186
12450,CUST_48768,2024-05-29 23:15:53.469034,19776.26,Personal,36,0.08,4746.3024
12451,CUST_45391,2024-08-03 23:15:53.469034,31483.08,Personal,12,0.06,1888.9848
12452,CUST_17321,2024-05-19 23:15:53.469034,9117.55,Auto,48,0.1,3647.02
12453,CUST_46864,2024-07-13 23:15:53.469034,49969.27,Home,48,0.08,15990.1664
12454,CUST_7685,2023-12-31 23:15:53.469034,25180.24,Home,24,0.06,3021.6288
12455,CUST_3278,2024-09-24 23:15:53.469034,25302.35,Auto,36,0.09,6831.6345
12456,CUST_2455,2024-07-07 23:15:53.469034,29603.45,Auto,12,0.07,2072.2415
12457,CUST_4588,2023-11-24 23:15:53.469034,36713.09,Auto,24,0.08,5874.0944
12458,CUST_21274,2024-06-24 23:15:53.469034,5194.82,Home,48,0.08,1662.3424
12459,CUST_22167,2024-09-03 23:15:53.469034,17923.66,Personal,36,0.08,4301.678400000001
12460,CUST_32275,2024-06-01 23:15:53.469034,32443.76,Personal,36,0.08,7786.502399999999
12461,CUST_34440,2024-06-13 23:15:53.469034,11450.85,Personal,48,0.09,4122.306
12462,CUST_49067,2023-11-24 23:15:53.469034,16083.22,Auto,36,0.09,4342.4694
12463,CUST_27580,2023-12-16 23:15:53.469034,32277.89,Auto,48,0.1,12911.156
12464,CUST_16521,2024-02-06 23:15:53.469034,46553.11,Personal,12,0.06,2793.1866
12465,CUST_46872,2024-03-28 23:15:53.469034,44754.93,Personal,12,0.06,2685.2958
12466,CUST_25299,2024-08-12 23:15:53.469034,22246.0,Auto,12,0.07,1557.2200000000003
12467,CUST_37052,2023-12-15 23:15:53.469034,6747.08,Personal,48,0.09,2428.9487999999997
12468,CUST_40283,2023-11-22 23:15:53.469034,23481.86,Personal,48,0.09,8453.4696
12469,CUST_44323,2024-09-02 23:15:53.469034,15794.55,Home,48,0.08,5054.256
12470,CUST_19971,2024-03-19 23:15:53.469034,37161.74,Home,12,0.05,1858.087
12471,CUST_11719,2024-01-21 23:15:53.469034,8763.71,Auto,12,0.07,613.4597
12472,CUST_16661,2024-05-08 23:15:53.469034,16807.58,Home,24,0.06,2016.9096000000002
12473,CUST_29500,2024-08-16 23:15:53.469034,32232.24,Home,24,0.06,3867.8688
12474,CUST_19244,2024-06-03 23:15:53.469034,35662.68,Auto,24,0.08,5706.0288
12475,CUST_39364,2023-11-14 23:15:53.469034,22647.4,Home,24,0.06,2717.688
12476,CUST_29079,2024-01-30 23:15:53.469034,34053.26,Home,24,0.06,4086.3912
12477,CUST_1422,2024-02-22 23:15:53.469034,48796.4,Auto,36,0.09,13175.028000000002
12478,CUST_3934,2024-04-13 23:15:53.469034,34278.33,Auto,36,0.09,9255.1491
12479,CUST_29712,2024-03-15 23:15:53.469034,43141.78,Auto,24,0.08,6902.6848
12480,CUST_21615,2024-07-05 23:15:53.469034,46164.42,Auto,24,0.08,7386.3072
12481,CUST_15697,2024-09-08 23:15:53.469034,31248.83,Personal,24,0.07,4374.836200000001
12482,CUST_5923,2024-06-20 23:15:53.469034,41164.36,Auto,12,0.07,2881.5052000000005
12483,CUST_1345,2024-04-04 23:15:53.469034,16984.92,Home,24,0.06,2038.1903999999997
12484,CUST_5955,2024-08-26 23:15:53.469034,49346.22,Auto,12,0.07,3454.2354000000005
12485,CUST_42001,2024-09-28 23:15:53.469034,9109.46,Home,36,0.07,1912.9866
12486,CUST_40398,2024-03-04 23:15:53.469034,33375.07,Auto,12,0.07,2336.2549000000004
12487,CUST_48076,2024-10-04 23:15:53.469034,49264.55,Home,12,0.05,2463.2275000000004
12488,CUST_40487,2023-11-06 23:15:53.469034,18548.57,Home,12,0.05,927.4285
12489,CUST_4810,2023-10-09 23:15:53.469034,8405.28,Personal,24,0.07,1176.7392000000002
12490,CUST_15747,2024-08-15 23:15:53.469034,45771.13,Personal,48,0.09,16477.606799999998
12491,CUST_42716,2024-03-30 23:15:53.469034,33395.33,Home,36,0.07,7013.019300000002
12492,CUST_21940,2024-05-29 23:15:53.469034,28050.79,Home,48,0.08,8976.2528
12493,CUST_43031,2023-10-21 23:15:53.469034,32600.74,Personal,36,0.08,7824.177600000001
12494,CUST_391,2023-11-14 23:15:53.469034,16845.53,Personal,12,0.06,1010.7317999999999
12495,CUST_17992,2024-03-24 23:15:53.469034,45683.89,Personal,24,0.07,6395.744600000001
12496,CUST_33683,2024-03-03 23:15:53.469034,39772.44,Personal,12,0.06,2386.3464
12497,CUST_21299,2024-05-08 23:15:53.469034,31937.88,Home,48,0.08,10220.1216
12498,CUST_8685,2024-05-11 23:15:53.469034,25583.12,Personal,12,0.06,1534.9871999999998
12499,CUST_40563,2023-10-22 23:15:53.469034,18909.33,Home,24,0.06,2269.1196
12500,CUST_11259,2023-10-25 23:15:53.469034,37250.07,Personal,36,0.08,8940.0168
12501,CUST_6000,2024-05-09 23:15:53.469034,30962.3,Personal,48,0.09,11146.428
12502,CUST_4888,2024-02-22 23:15:53.469034,32202.45,Auto,36,0.09,8694.6615
12503,CUST_32638,2024-09-17 23:15:53.469034,21488.45,Personal,24,0.07,3008.3830000000003
12504,CUST_6707,2024-08-20 23:15:53.469034,33773.4,Personal,48,0.09,12158.424
12505,CUST_13336,2023-12-04 23:15:53.469034,30181.98,Home,24,0.06,3621.8376
12506,CUST_39390,2023-11-14 23:15:53.469034,38105.88,Personal,24,0.07,5334.8232
12507,CUST_42540,2024-08-03 23:15:53.469034,13641.62,Auto,12,0.07,954.9134000000001
12508,CUST_26577,2024-01-11 23:15:53.469034,8919.73,Personal,24,0.07,1248.7622000000001
12509,CUST_439,2024-02-20 23:15:53.469034,25809.99,Personal,48,0.09,9291.5964
12510,CUST_48062,2024-06-10 23:15:53.469034,49162.42,Home,36,0.07,10324.1082
12511,CUST_2404,2024-03-21 23:15:53.469034,35052.57,Home,36,0.07,7361.0397
12512,CUST_10,2024-06-30 23:15:53.469034,28165.1,Personal,36,0.08,6759.624
12513,CUST_12713,2024-07-14 23:15:53.469034,42668.42,Auto,48,0.1,17067.368
12514,CUST_29662,2024-07-14 23:15:53.469034,38703.71,Auto,24,0.08,6192.5936
12515,CUST_27187,2023-10-09 23:15:53.469034,47970.92,Auto,12,0.07,3357.9644000000003
12516,CUST_19947,2024-03-12 23:15:53.469034,6000.61,Personal,24,0.07,840.0854
12517,CUST_21050,2024-02-16 23:15:53.469034,30385.41,Home,12,0.05,1519.2705
12518,CUST_4923,2024-09-22 23:15:53.469034,15744.78,Auto,24,0.08,2519.1648
12519,CUST_24400,2024-03-23 23:15:53.469034,37811.04,Personal,12,0.06,2268.6624
12520,CUST_35694,2024-06-17 23:15:53.469034,18425.04,Home,12,0.05,921.2520000000001
12521,CUST_30094,2024-03-19 23:15:53.469034,9020.6,Personal,24,0.07,1262.8840000000002
12522,CUST_38370,2024-08-11 23:15:53.469034,36834.79,Personal,36,0.08,8840.349600000001
12523,CUST_40778,2024-07-06 23:15:53.469034,44939.0,Auto,36,0.09,12133.529999999999
12524,CUST_25890,2024-04-09 23:15:53.469034,41577.82,Home,48,0.08,13304.9024
12525,CUST_39836,2023-12-21 23:15:53.469034,14033.5,Auto,36,0.09,3789.0449999999996
12526,CUST_38233,2024-03-09 23:15:53.469034,44617.31,Auto,48,0.1,17846.924
12527,CUST_17711,2024-05-27 23:15:53.469034,43534.48,Personal,24,0.07,6094.827200000001
12528,CUST_2037,2024-09-22 23:15:53.469034,38735.9,Auto,36,0.09,10458.693000000001
12529,CUST_40098,2024-07-30 23:15:53.469034,33732.17,Personal,36,0.08,8095.720799999999
12530,CUST_22677,2024-02-21 23:15:53.469034,33850.69,Auto,48,0.1,13540.276000000002
12531,CUST_45649,2024-04-21 23:15:53.469034,12289.37,Home,24,0.06,1474.7244
12532,CUST_45205,2024-05-22 23:15:53.469034,35595.36,Home,24,0.06,4271.4432
12533,CUST_18519,2024-02-15 23:15:53.469034,49480.19,Personal,48,0.09,17812.8684
12534,CUST_35328,2024-02-14 23:15:53.469034,48895.7,Personal,36,0.08,11734.968
12535,CUST_26423,2024-04-11 23:15:53.469034,31134.61,Auto,36,0.09,8406.3447
12536,CUST_30611,2024-08-18 23:15:53.469034,27330.61,Personal,24,0.07,3826.2854000000007
12537,CUST_13276,2024-03-09 23:15:53.469034,37001.46,Home,48,0.08,11840.4672
12538,CUST_43494,2024-04-16 23:15:53.469034,25495.61,Personal,48,0.09,9178.4196
12539,CUST_4829,2024-06-05 23:15:53.469034,23971.71,Personal,24,0.07,3356.0394
12540,CUST_27660,2023-12-14 23:15:53.469034,35206.33,Auto,36,0.09,9505.7091
12541,CUST_41179,2024-03-31 23:15:53.469034,6955.1,Auto,36,0.09,1877.8770000000002
12542,CUST_38123,2023-12-02 23:15:53.469034,24160.25,Auto,24,0.08,3865.64
12543,CUST_9079,2023-12-05 23:15:53.469034,47563.21,Personal,12,0.06,2853.7925999999998
12544,CUST_33526,2024-06-15 23:15:53.469034,28762.92,Auto,48,0.1,11505.168
12545,CUST_12466,2024-01-18 23:15:53.469034,35473.23,Personal,24,0.07,4966.252200000001
12546,CUST_17357,2024-06-17 23:15:53.469034,16427.47,Auto,24,0.08,2628.3952000000004
12547,CUST_45023,2024-03-15 23:15:53.469034,18065.53,Home,24,0.06,2167.8635999999997
12548,CUST_40781,2024-06-12 23:15:53.469034,6345.24,Home,48,0.08,2030.4768
12549,CUST_7030,2024-01-19 23:15:53.469034,13894.7,Home,36,0.07,2917.8870000000006
12550,CUST_37415,2023-12-19 23:15:53.469034,46450.48,Auto,48,0.1,18580.192000000003
12551,CUST_22383,2023-10-22 23:15:53.469034,14965.07,Personal,48,0.09,5387.4252
12552,CUST_15887,2024-08-22 23:15:53.469034,16957.03,Personal,24,0.07,2373.9842
12553,CUST_47472,2024-09-16 23:15:53.469034,49717.47,Auto,12,0.07,3480.2229
12554,CUST_44290,2024-04-06 23:15:53.469034,14084.83,Auto,12,0.07,985.9381000000001
12555,CUST_35218,2024-08-24 23:15:53.469034,28001.02,Auto,36,0.09,7560.2754
12556,CUST_44820,2024-01-19 23:15:53.469034,19355.34,Auto,12,0.07,1354.8738
12557,CUST_23806,2023-10-08 23:15:53.469034,39862.2,Auto,24,0.08,6377.951999999999
12558,CUST_18072,2024-09-13 23:15:53.469034,46296.45,Personal,12,0.06,2777.787
12559,CUST_16261,2023-10-09 23:15:53.469034,11803.55,Home,24,0.06,1416.426
12560,CUST_1059,2024-06-13 23:15:53.469034,20308.89,Personal,24,0.07,2843.2446
12561,CUST_11657,2024-08-24 23:15:53.469034,20858.57,Home,48,0.08,6674.7424
12562,CUST_48444,2024-08-20 23:15:53.469034,39226.91,Personal,12,0.06,2353.6146000000003
12563,CUST_20629,2023-10-11 23:15:53.469034,24618.52,Personal,36,0.08,5908.4448
12564,CUST_49356,2024-02-06 23:15:53.469034,21437.46,Home,12,0.05,1071.873
12565,CUST_39249,2023-11-08 23:15:53.469034,13291.52,Home,48,0.08,4253.2864
12566,CUST_25832,2024-09-05 23:15:53.469034,8658.86,Auto,12,0.07,606.1202000000001
12567,CUST_9638,2024-05-15 23:15:53.469034,39447.55,Auto,12,0.07,2761.3285000000005
12568,CUST_1364,2023-11-09 23:15:53.469034,21444.46,Home,24,0.06,2573.3352
12569,CUST_18439,2024-01-30 23:15:53.469034,10252.46,Personal,36,0.08,2460.5904
12570,CUST_26148,2024-01-19 23:15:53.469034,38579.86,Home,12,0.05,1928.9930000000002
12571,CUST_9719,2024-09-04 23:15:53.469034,9501.71,Personal,36,0.08,2280.4103999999998
12572,CUST_25891,2023-12-22 23:15:53.469034,8842.58,Auto,48,0.1,3537.032
12573,CUST_480,2024-01-13 23:15:53.469034,27311.37,Auto,24,0.08,4369.8192
12574,CUST_18076,2023-12-23 23:15:53.469034,9195.68,Personal,48,0.09,3310.4447999999998
12575,CUST_36469,2024-07-27 23:15:53.469034,39479.06,Home,12,0.05,1973.953
12576,CUST_35045,2023-11-08 23:15:53.469034,27398.41,Auto,12,0.07,1917.8887000000002
12577,CUST_44066,2024-01-22 23:15:53.469034,25217.48,Home,48,0.08,8069.5936
12578,CUST_36719,2024-08-16 23:15:53.469034,45067.94,Auto,12,0.07,3154.7558000000004
12579,CUST_18164,2023-11-18 23:15:53.469034,48622.43,Personal,36,0.08,11669.3832
12580,CUST_17688,2024-04-10 23:15:53.469034,25568.99,Personal,48,0.09,9204.8364
12581,CUST_33500,2024-01-03 23:15:53.469034,29287.94,Home,48,0.08,9372.1408
12582,CUST_41016,2024-05-01 23:15:53.469034,32351.98,Auto,12,0.07,2264.6386
12583,CUST_6891,2024-08-09 23:15:53.469034,26653.49,Personal,36,0.08,6396.8376
12584,CUST_10203,2024-04-23 23:15:53.469034,29884.5,Personal,48,0.09,10758.42
12585,CUST_39994,2024-07-06 23:15:53.469034,11106.28,Home,36,0.07,2332.3188000000005
12586,CUST_11365,2023-11-07 23:15:53.469034,21283.62,Auto,12,0.07,1489.8534
12587,CUST_43314,2024-04-20 23:15:53.469034,31335.04,Personal,48,0.09,11280.6144
12588,CUST_35008,2024-06-02 23:15:53.469034,29803.33,Personal,12,0.06,1788.1998
12589,CUST_17698,2023-10-19 23:15:53.469034,36287.62,Personal,12,0.06,2177.2572
12590,CUST_16453,2023-12-28 23:15:53.469034,47796.85,Auto,36,0.09,12905.1495
12591,CUST_6312,2024-02-12 23:15:53.469034,20481.1,Auto,12,0.07,1433.6770000000001
12592,CUST_3588,2024-05-09 23:15:53.469034,14481.79,Home,24,0.06,1737.8148
12593,CUST_29739,2024-01-20 23:15:53.469034,29657.3,Personal,36,0.08,7117.7519999999995
12594,CUST_35525,2023-11-19 23:15:53.469034,28543.12,Personal,12,0.06,1712.5872
12595,CUST_13101,2023-11-22 23:15:53.469034,44945.57,Home,24,0.06,5393.4684
12596,CUST_4389,2024-08-07 23:15:53.469034,22984.12,Auto,36,0.09,6205.7124
12597,CUST_46903,2024-03-18 23:15:53.469034,32372.18,Auto,12,0.07,2266.0526000000004
12598,CUST_2315,2024-08-21 23:15:53.469034,36952.54,Home,48,0.08,11824.8128
12599,CUST_9500,2024-04-19 23:15:53.469034,18953.1,Home,36,0.07,3980.1510000000003
12600,CUST_15244,2023-11-04 23:15:53.469034,46219.44,Home,48,0.08,14790.220800000001
12601,CUST_34866,2023-11-10 23:15:53.469034,42012.38,Personal,36,0.08,10082.9712
12602,CUST_26476,2024-04-06 23:15:53.469034,28154.12,Personal,48,0.09,10135.483199999999
12603,CUST_17021,2024-06-01 23:15:53.469034,33859.07,Home,24,0.06,4063.0883999999996
12604,CUST_24863,2023-12-02 23:15:53.469034,22940.47,Home,36,0.07,4817.498700000001
12605,CUST_40215,2024-02-02 23:15:53.469034,33394.23,Home,24,0.06,4007.3076
12606,CUST_38655,2024-05-11 23:15:53.469034,46518.47,Home,24,0.06,5582.2164
12607,CUST_17293,2024-01-30 23:15:53.469034,34141.32,Personal,48,0.09,12290.875199999999
12608,CUST_18416,2024-08-11 23:15:53.469034,28873.85,Home,12,0.05,1443.6925
12609,CUST_36413,2024-04-30 23:15:53.469034,40846.19,Home,12,0.05,2042.3095000000003
12610,CUST_31876,2023-10-18 23:15:53.469034,10450.62,Auto,24,0.08,1672.0992
12611,CUST_42558,2024-07-23 23:15:53.469034,16040.97,Home,24,0.06,1924.9163999999998
12612,CUST_37567,2024-08-30 23:15:53.469034,25345.97,Home,48,0.08,8110.710400000001
12613,CUST_15408,2024-05-22 23:15:53.469034,8447.63,Home,48,0.08,2703.2416
12614,CUST_48697,2024-07-22 23:15:53.469034,47729.15,Personal,36,0.08,11454.996000000001
12615,CUST_38008,2024-04-12 23:15:53.469034,10344.05,Auto,36,0.09,2792.8934999999997
12616,CUST_269,2023-10-28 23:15:53.469034,15357.05,Home,36,0.07,3224.9805
12617,CUST_19124,2023-10-11 23:15:53.469034,17814.47,Auto,36,0.09,4809.9069
12618,CUST_43693,2024-02-09 23:15:53.469034,42012.62,Auto,12,0.07,2940.8834000000006
12619,CUST_40232,2023-12-12 23:15:53.469034,48101.79,Auto,12,0.07,3367.1253000000006
12620,CUST_32533,2024-07-07 23:15:53.469034,23450.17,Personal,48,0.09,8442.061199999998
12621,CUST_10841,2023-11-03 23:15:53.469034,22809.5,Auto,48,0.1,9123.800000000001
12622,CUST_24740,2024-07-24 23:15:53.469034,9743.98,Personal,36,0.08,2338.5552
12623,CUST_31692,2024-03-24 23:15:53.469034,32415.62,Personal,24,0.07,4538.1868
12624,CUST_33781,2024-02-08 23:15:53.469034,26905.59,Auto,48,0.1,10762.236
12625,CUST_19927,2024-09-27 23:15:53.469034,28598.62,Personal,48,0.09,10295.5032
12626,CUST_24149,2024-05-12 23:15:53.469034,17191.61,Home,24,0.06,2062.9932
12627,CUST_8622,2024-03-11 23:15:53.469034,46803.9,Auto,36,0.09,12637.053
12628,CUST_9533,2023-10-17 23:15:53.469034,26165.87,Auto,36,0.09,7064.784900000001
12629,CUST_12972,2024-09-02 23:15:53.469034,32464.87,Home,48,0.08,10388.7584
12630,CUST_302,2024-03-13 23:15:53.469034,21461.39,Personal,24,0.07,3004.5946000000004
12631,CUST_17634,2024-01-24 23:15:53.469034,41322.39,Auto,36,0.09,11157.045299999998
12632,CUST_25786,2024-03-20 23:15:53.469034,30276.14,Personal,48,0.09,10899.410399999999
12633,CUST_38758,2024-04-11 23:15:53.469034,17721.37,Auto,36,0.09,4784.769899999999
12634,CUST_1301,2024-07-11 23:15:53.469034,36230.67,Personal,12,0.06,2173.8401999999996
12635,CUST_38009,2023-12-18 23:15:53.469034,42039.98,Personal,12,0.06,2522.3988
12636,CUST_47134,2024-08-25 23:15:53.469034,14782.77,Auto,36,0.09,3991.3478999999998
12637,CUST_217,2024-03-26 23:15:53.469034,5108.86,Auto,36,0.09,1379.3922
12638,CUST_7281,2024-03-08 23:15:53.469034,15574.82,Home,48,0.08,4983.9424
12639,CUST_31883,2024-01-04 23:15:53.469034,48215.81,Home,24,0.06,5785.897199999999
12640,CUST_43322,2023-12-11 23:15:53.469034,20444.49,Home,48,0.08,6542.236800000001
12641,CUST_23593,2024-06-16 23:15:53.469034,8142.28,Auto,48,0.1,3256.9120000000003
12642,CUST_16352,2024-03-03 23:15:53.469034,38260.56,Auto,12,0.07,2678.2392
12643,CUST_6851,2024-03-27 23:15:53.469034,29731.81,Home,48,0.08,9514.1792
12644,CUST_29992,2024-02-08 23:15:53.469034,27929.37,Auto,24,0.08,4468.6992
12645,CUST_21258,2024-02-25 23:15:53.469034,24071.02,Personal,48,0.09,8665.5672
12646,CUST_38767,2024-07-17 23:15:53.469034,34837.44,Auto,36,0.09,9406.1088
12647,CUST_20970,2023-12-13 23:15:53.469034,14050.68,Home,36,0.07,2950.6428000000005
12648,CUST_3172,2024-05-04 23:15:53.469034,12213.29,Auto,24,0.08,1954.1264
12649,CUST_36766,2024-02-07 23:15:53.469034,44108.6,Auto,36,0.09,11909.322
12650,CUST_24418,2023-10-07 23:15:53.469034,43383.44,Auto,48,0.1,17353.376
12651,CUST_15094,2023-11-22 23:15:53.469034,10633.25,Home,36,0.07,2232.9825
12652,CUST_35893,2024-05-12 23:15:53.469034,37407.93,Auto,24,0.08,5985.2688
12653,CUST_36696,2024-03-14 23:15:53.469034,12414.18,Auto,36,0.09,3351.8286
12654,CUST_42449,2024-05-06 23:15:53.469034,41499.04,Home,36,0.07,8714.798400000001
12655,CUST_44320,2024-03-13 23:15:53.469034,5469.36,Personal,36,0.08,1312.6463999999999
12656,CUST_1744,2024-02-12 23:15:53.469034,42868.25,Auto,48,0.1,17147.3
12657,CUST_18591,2024-05-25 23:15:53.469034,24897.49,Home,36,0.07,5228.472900000001
12658,CUST_37774,2024-05-03 23:15:53.469034,37842.13,Personal,36,0.08,9082.1112
12659,CUST_28697,2024-04-08 23:15:53.469034,43513.67,Home,12,0.05,2175.6835
12660,CUST_7075,2024-06-24 23:15:53.469034,16616.66,Personal,48,0.09,5981.9976
12661,CUST_29891,2024-09-16 23:15:53.469034,22467.9,Home,12,0.05,1123.3950000000002
12662,CUST_4410,2024-03-08 23:15:53.469034,11287.9,Personal,12,0.06,677.274
12663,CUST_6177,2023-10-29 23:15:53.469034,43716.56,Personal,48,0.09,15737.961599999999
12664,CUST_35059,2024-04-30 23:15:53.469034,37305.96,Personal,24,0.07,5222.834400000001
12665,CUST_22319,2023-12-21 23:15:53.469034,43985.97,Auto,48,0.1,17594.388000000003
12666,CUST_8275,2023-11-19 23:15:53.469034,21708.94,Auto,48,0.1,8683.576
12667,CUST_22802,2024-07-12 23:15:53.469034,45067.26,Auto,36,0.09,12168.1602
12668,CUST_18870,2024-01-16 23:15:53.469034,35508.09,Personal,48,0.09,12782.912399999997
12669,CUST_13249,2024-02-12 23:15:53.469034,35031.26,Personal,36,0.08,8407.502400000001
12670,CUST_18837,2023-11-02 23:15:53.469034,7450.73,Home,12,0.05,372.5365
12671,CUST_10014,2024-01-22 23:15:53.469034,27406.26,Personal,24,0.07,3836.8764
12672,CUST_49805,2024-06-28 23:15:53.469034,10107.66,Personal,48,0.09,3638.7576
12673,CUST_45410,2024-06-08 23:15:53.469034,21881.26,Auto,36,0.09,5907.940199999999
12674,CUST_16781,2024-08-09 23:15:53.469034,48282.41,Auto,24,0.08,7725.185600000001
12675,CUST_27898,2024-03-16 23:15:53.469034,38938.25,Personal,24,0.07,5451.3550000000005
12676,CUST_12384,2024-04-19 23:15:53.469034,39648.85,Personal,24,0.07,5550.839
12677,CUST_43975,2024-08-01 23:15:53.469034,30504.39,Auto,12,0.07,2135.3073
12678,CUST_26512,2023-10-20 23:15:53.469034,38676.73,Home,24,0.06,4641.207600000001
12679,CUST_341,2024-04-13 23:15:53.469034,7729.71,Personal,48,0.09,2782.6956
12680,CUST_27315,2023-11-01 23:15:53.469034,33910.19,Home,36,0.07,7121.139900000001
12681,CUST_2683,2024-06-01 23:15:53.469034,31929.84,Auto,12,0.07,2235.0888000000004
